VIN,Total_Energy
GX0***********ZSF,272.03
GX5***********ULC,224.43
GXK***********LM6,218.8
GXN***********CRZ,335.14
GY9***********5LN,211.58
GYF***********NDB,211.34
GYT***********JBK,149.93
GYV***********2HH,413.59
GZ2***********HAL,360.08
GZ2***********XVU,204.2
GZJ***********G0T,218.64
GZK***********LXY,222.16
H0L***********H4B,182.02
H18***********VEA,179.85
H1C***********A5D,200.33
H1E***********5JX,241.22
H1E***********9ML,361.43
H1H***********4FP,152.12
H1K***********R9F,167.27
H26***********1XY,309.63
H28***********5H5,181.43
H2C***********CFY,172.28
H2J***********F5A,192.19
H2L***********7A8,343.43
H2V***********F41,132.46
H3M***********U6L,148.09
H3Y***********7FZ,96.03
H43***********EAK,219.88
H4C***********CEY,265.3
H4D***********VSY,267.35
H4G***********TU0,364.37
H4S***********EFZ,259.64
H5G***********4C4,372.2
H5G***********VUP,220.21
H5J***********DMW,225.26
H64***********N1R,154.41
H64***********Y1R,271.22
H6N***********728,315.71
H6V***********RAV,259.1
H6V***********TT1,170.92
H6X***********SWD,260.36
H75***********054,300.48
H75***********VKE,229.77
H79***********BZD,333.35
H7E***********SGB,145.28
H7W***********W89,138.56
H8E***********1H2,200.85
H8G***********BSN,155.19
H8G***********UCR,209.1
H8H***********AL7,98.83
H8K***********TCH,319.59
H8U***********5S9,158.54
H90***********H0Z,356.57
H9P***********3RX,355.32
HA8***********T03,232.88
HC1***********5WF,181.43
HC4***********CF5,172.74
HC9***********5FY,348.04
HCG***********MPZ,170.32
HCT***********U81,303.08
HDK***********W60,338.75
HEB***********NLV,171.37
HFY***********DFN,228.43
HGA***********J6U,340.77
HGD***********6SY,101.51
HGF***********YKF,142.72
HGL***********D83,239.23
HGU***********T0C,133.85
HHA***********W7V,153.4
HHC***********F12,250.23
HHE***********SGF,288.1
HHL***********NAR,292.38
HHT***********5F1,270.19
HJ4***********DA1,285.7
HJG***********APM,315.55
HJS***********L8Y,283.27
HKF***********G2X,407.45
HKM***********70E,344.01
HKT***********KFM,254.51
HKU***********JDR,208.98
HKV***********ZTX,91.05
HLC***********RNG,201.02
HLF***********P28,276.45
HLL***********G7D,107.69
HLT***********YL4,210.7
HLW***********5P9,72.45
HM1***********D3D,229.19
HMC***********ZGW,412.81
HMG***********A4H,195.18
HMP***********X9H,128.71
HMY***********YDD,136.91
HNA***********L04,352.76
HPB***********31U,262.62
HR2***********SZ9,188.68
HR5***********7TK,322.44
HRJ***********7V9,217.93
HRM***********5RX,384.43
HRX***********DSW,132.1
HSM***********MZ2,294.72
HSS***********JHG,258.5
HSV***********E6V,99.35
HTC***********JC6,335.32
HTE***********YJY,219.53
HTL***********EUC,254.48
HTM***********540,220.48
HTV***********G6M,239.65
HUS***********27B,327.02
HV9***********5EY,372.91
HVL***********LWK,141.94
HVU***********JZ2,321.66
HVX***********7NX,234.07
HWF***********D9L,294.9
HWG***********SNS,249.29
HWM***********SKX,147.03
HWP***********C1X,263.81
HWR***********FVR,186.79
HWT***********A2P,110.98
HX8***********BY6,151.27
HXC***********UTF,333.25
HXG***********4L7,74.32
HXN***********ZAY,238.13
HXW***********CK2,335.27
HYF***********6GC,135.67
HZ8***********DM4,146.81
HZA***********GR7,265.66
HZP***********D3M,112.58
HZU***********2YT,241.78
HZW***********8NK,305.01
J00***********LBG,422.09
J05***********ZRK,141.42
J0G***********T9Y,304.82
J0Z***********HEC,116.12
J15***********WH7,281.9
J17***********F7L,251.18
J1B***********CRW,124.75
J1C***********0WH,175.07
J1G***********J02,324.74
J23***********FNX,265.3
J25***********V9F,296.32
J2F***********Z2A,236.98
J2J***********W7M,204.09
J2Y***********094,146.35
J39***********MMJ,218.4
J3E***********38R,278.88
J3F***********2RG,246.34
J3R***********800,259.32
J3U***********C7Z,234.2
J43***********WGJ,242.78
J49***********G4G,134.21
J4B***********GSE,203.44
J4M***********VKN,241.46
J4N***********MKT,158.84
J4V***********5SJ,255.78
J58***********3GD,265.85
J5L***********DY7,436.24
J5U***********ZJP,225.36
J5Z***********ZKH,532.26
J64***********PDC,76.6
J6B***********BBM,218.66
J6J***********BH8,332.21
J6Y***********6VA,210.2
J72***********WLZ,139.6
J7A***********RTY,135.77
J7K***********ZWW,137.42
J7R***********F3W,234.84
J7S***********P8R,246.58
J7Y***********EG5,224.74
J8G***********SGG,282.46
J8M***********M07,141.52
J8W***********UPT,259.35
J91***********ZG4,347.77
J9A***********P8R,220.16
J9C***********PTD,193.14
J9U***********NXS,239.64
JA5***********J82,300.57
JA8***********38E,325.62
JAK***********9Z3,409.46
JAS***********48N,194.38
JAT***********FBF,179.54
JB8***********KZ3,300.55
JC2***********8WK,211.88
JC3***********26L,266.05
JCC***********72T,272.5
JCG***********70K,288.04
JCZ***********YZL,240.71
JD5***********4PM,98.2
JD6***********G5E,292.34
JDV***********ZGE,224.81
JEK***********FLC,162.08
JES***********8R6,248.48
JF7***********84U,251.71
JG5***********2TL,180.61
JGA***********LET,233.6
JGD***********J0J,334.37
JGX***********SJN,272.8
JGY***********924,394.54
JH0***********7Y8,161.1
JHF***********MBV,114.58
JHH***********R5S,177.06
JHK***********DZT,323.94
JHW***********S7X,250.56
JJ3***********E44,257.43
JJH***********JTH,191.68
JJZ***********HZW,206.55
JK9***********M5J,273.03
JKC***********0X5,215.04
JLR***********S4X,174.92
JLV***********XUG,276.86
JMD***********S5A,254.9
JMK***********N48,274.16
JN0***********597,265.77
JN1***********RGA,323.63
JNC***********0P1,125.41
JND***********SL8,355.44
JND***********ZGZ,315.74
JNH***********DDT,519.07
JNV***********W6E,225.14
JPN***********65E,303.11
JPR***********MEP,214.23
JPU***********AZR,199.92
JR0***********TD4,443.81
JR8***********ZUS,160.92
JRB***********4LG,355.57
JRN***********WA8,302.52
JRU***********3HS,121.86
JS0***********PET,120.05
JS1***********XSZ,304.51
JT6***********4X8,215.35
JTA***********SR5,314.38
JTB***********W5R,317.77
JU2***********9KM,130.42
JU7***********L3T,144.41
JU9***********35W,355.49
JUH***********6X9,289.38
JUS***********VH4,190.84
JVN***********0J8,186.3
JVV***********7SW,128.85
JW3***********VVT,186.07
JWC***********VK8,246.96
JWV***********CV2,326.88
JX0***********1UU,261.58
JXB***********EG8,287.81
JXM***********0S0,147.9
JXP***********2ML,244.91
JXS***********W8P,337.89
JYK***********XFY,455.13
JYK***********XLT,453.55
JYL***********HFH,178.45
JZ0***********7XJ,237.11
JZ5***********AC0,245.5
JZ9***********LGY,136.82
JZG***********079,174.91
JZK***********HC7,480.74
JZY***********Y10,359.33
K0E***********J8V,216.18
K0T***********B1D,254.64
K13***********J0F,252.11
K16***********UL1,152.28
K1A***********9A9,427.05
K1J***********NPB,296.87
K1X***********CCG,127.66
K3J***********MHF,298.49
K3K***********TMD,459.06
K3M***********YW8,308.98
K3P***********NVP,319.59
K3R***********Z3H,104.75
K51***********NU3,198.12
K55***********Y4S,323.87
K59***********F54,260.26
K5N***********51T,99.8
K5P***********WY7,303.11
K5V***********75C,219.37
K63***********ALW,302.44
K67***********G5B,164.49
K6M***********T68,225.37
K88***********GGU,275.32
K8A***********9SP,170.26
K90***********4HP,151.54
K97***********7NL,288.68
K9K***********02Y,121.29
K9X***********89L,222.81
KA0***********M74,102.05
KA4***********D64,199.43
KA5***********9VP,207.68
KAE***********TWY,324.04
KAH***********LEL,112.3
KAS***********8TC,126.91
KAX***********4GK,290.77
KB4***********KSB,195.88
KBD***********4CG,147.89
KBN***********2UJ,247.2
KBW***********DPC,155.19
KCU***********26W,194.86
KDA***********JMB,286.8
KDD***********NPC,223.83
KDV***********NNV,311.57
KDW***********0G9,315.74
KE5***********960,86.39
KEA***********ZCN,150.0
KEZ***********HC1,183.88
KF1***********0YN,170.62
KFZ***********RYW,313.2
KG8***********RS5,178.48
KGD***********HCT,222.78
KGK***********TJH,374.25
KGS***********GJT,163.51
KGT***********P8D,231.63
KH0***********ANR,281.31
KH3***********MAP,343.17
KH9***********UTV,229.34
KHP***********GAV,250.31
KHP***********LDM,97.99
KHX***********MRH,282.66
KJ8***********GKX,154.81
KKH***********3FF,337.43
KKM***********EZU,437.72
KL2***********WEV,180.41
KL8***********KZU,149.31
KLX***********3KN,359.09
KM7***********ALL,86.93
KMD***********4MN,395.57
KMY***********W72,187.1
KN1***********BV6,139.82
KND***********BZS,218.77
KNT***********J3V,153.86
KNY***********0SA,317.7
KPG***********FM9,213.94
KPP***********FPB,150.56
KPT***********GJW,121.26
KPU***********4MV,241.11
KPV***********TXF,269.48
KR8***********S7K,530.28
KRH***********U4N,375.06
KRU***********ES4,476.98
KRX***********7LY,229.64
KS6***********3K8,225.22
KSZ***********9N3,153.47
KT0***********Y1K,261.99
KT6***********3LU,246.93
KTD***********KP2,188.13
KTN***********WYV,154.53
KU4***********MXN,314.77
KV0***********ZBX,222.52
KV8***********RJ4,273.58
KVD***********USZ,240.18
KVP***********B1S,156.47
KW3***********KZ7,212.15
KWB***********7ZW,180.27
KWM***********WSR,285.17
KWR***********SGY,180.64
KWZ***********GZR,152.92
KXC***********GPU,149.89
KXG***********XEL,435.45
KXG***********ZB0,235.79
KXW***********44C,110.99
KY7***********BYD,321.86
KYC***********A96,181.6
KYS***********57N,418.91
KYT***********04Y,176.92
KZ7***********X2M,531.54
KZE***********GYD,180.63
KZT***********MLF,180.17
KZY***********N0V,252.2
L01***********GDE,313.94
L02***********6CD,159.7
L0N***********XHL,273.17
L16***********DMU,422.87
L1J***********JXJ,119.2
L23***********7ND,190.52
L25***********WFR,125.85
L29***********Y8R,191.7
L2B***********CJG,128.32
L2E***********7FR,170.19
L2R***********XF0,98.84
L2U***********V21,179.84
L2V***********84U,290.87
L34***********48D,264.14
L38***********SWD,158.19
L39***********C3A,107.01
L3R***********ZPD,180.44
L3U***********RBN,410.1
L3Y***********AT1,139.38
L46***********TY7,220.08
L48***********L1R,183.38
L49***********JV8,200.62
L4H***********9ZE,118.73
L4V***********10F,360.1
L4W***********5GJ,484.09
L56***********68X,267.81
L5F***********PLV,317.84
L5L***********FZA,380.87
L5U***********JL5,180.88
L63***********PKT,207.6
L6B***********LH5,314.25
L6G***********LYA,166.28
L70***********FBW,328.96
L75***********M4T,199.3
L7B***********EHM,131.48
L7M***********UB9,178.89
L7R***********0SK,322.66
L7R***********WVM,159.91
L7T***********XVK,166.64
L80***********CMG,321.57
L84***********ACN,80.5
L87***********NHJ,217.04
L89***********35B,138.88
L8F***********EG2,320.53
L8F***********SVV,202.3
L8J***********CHC,191.02
L97***********NXT,218.96
L9C***********URU,303.37
L9F***********AW3,221.88
L9S***********AGA,355.01
LA9***********5Y6,235.34
LAK***********5GZ,128.99
LAN***********72G,184.41
LAY***********2BK,120.78
LB6***********Y3S,389.08
LBG***********GG1,178.16
LBM***********HAU,177.64
LC3***********UMZ,284.73
LC7***********2JA,279.42
LC8***********535,320.61
LCG***********90V,257.23
LCK***********EFN,145.42
LCR***********9E7,314.95
LCU***********RJW,183.76
LCX***********3HY,230.17
LDE***********228,171.68
LDL***********JEA,396.25
LDT***********A47,327.0
LDY***********1DF,124.36
LE9***********Z4S,376.04
LEH***********4HA,161.51
LF1***********7F8,288.1
LFD***********SFF,335.17
LFS***********KW1,172.43
LFT***********JJZ,159.34
LFY***********8TU,311.33
LG6***********UAT,355.79
LG7***********1EU,169.57
LG7***********UU1,217.72
LGA***********RDK,403.12
LGV***********6SX,219.28
LH2***********T3G,265.03
LH5***********4FS,252.28
LH9***********E65,425.63
LHF***********GB7,177.44
LHL***********RC6,140.54
LHY***********ZCY,149.42
LJ1***********BKK,153.6
LJ6***********2DV,348.71
LJK***********5FV,222.39
LKK***********G1A,105.23
LKR***********8FX,308.9
LKU***********UJ3,267.01
LL0***********TUK,211.57
LL5***********UEN,187.89
LL9***********FWV,216.43
LLN***********0T1,402.41
LLS***********P24,209.49
LM6***********7DN,420.02
LM6***********C8D,330.77
LMD***********EB4,168.58
LMX***********DFU,108.95
LMY***********LDB,171.0
LN4***********E99,400.21
LN8***********9ZP,218.17
LNA***********ZWZ,203.51
LNB***********A1H,110.18
LNU***********H5F,190.99
LP8***********0X1,136.04
LPH***********4NP,319.08
LPV***********9J6,183.28
LPX***********9UV,240.83
LRF***********ZUB,200.44
LS1***********9A6,258.54
LSY***********50W,398.01
LT6***********6LM,417.02
LU0***********VKZ,320.16
LU3***********NRG,282.62
LUY***********GPL,167.09
LVG***********SNG,243.58
LVU***********1P0,272.59
LVY***********1YK,110.53
LW1***********1R7,343.21
LW7***********94G,190.75
LWM***********N3S,203.72
LWX***********6KW,309.11
LXP***********PY6,208.07
LXT***********PD1,174.44
LXW***********H0F,144.49
LY0***********PG3,386.27
LYC***********G56,108.24
LYE***********3NS,154.82
LYF***********1L1,420.59
LYY***********FP5,210.86
LZB***********7CU,252.85
LZM***********PKY,337.78
LZP***********3BC,176.32
LZP***********S1F,331.34
M0C***********ESE,186.16
M0C***********Z92,106.88
M0F***********MTZ,349.41
M0U***********P4V,333.59
M0V***********SZM,181.61
M13***********N36,333.28
M16***********LLH,139.08
M1G***********Z6N,311.42
M27***********VPY,272.45
M2B***********RCW,228.24
M2T***********R9Y,382.87
M2U***********US8,179.12
M38***********Z7S,294.96
M3G***********26Y,273.24
M3J***********C8C,315.69
M3R***********ZSV,245.3
M4V***********2FH,309.46
M5S***********S9F,250.78
M5T***********XGG,233.4
M63***********GP2,174.71
M6D***********ZCT,245.93
M6R***********2A0,234.53
M6X***********JAY,386.98
M6X***********VAX,503.39
M79***********AKT,251.8
M7W***********YVJ,123.4
M83***********7FR,280.49
M83***********9FX,302.38
M85***********59M,278.09
M8B***********N72,257.24
M8K***********9AW,197.34
M97***********FK8,238.28
M9B***********2DE,325.57
M9B***********31T,294.33
M9B***********FX6,261.24
M9V***********5D1,248.95
MA4***********PJE,234.88
MAH***********8KM,210.69
MB0***********0RV,273.22
MB0***********H5E,115.35
MB3***********1T0,173.5
MB4***********PB9,126.48
MB5***********DMN,244.29
MBM***********8TT,134.06
MBS***********FD2,225.74
MC1***********6ZH,173.56
MC5***********JTT,374.98
MCB***********81A,372.12
MCU***********5ZY,364.95
MD5***********E54,248.8
MDC***********P4V,294.44
ME3***********Z60,142.46
MET***********XS7,143.96
MF5***********TRH,203.18
MF8***********VSD,153.5
MFE***********JK0,249.91
MFF***********BT9,364.21
MFK***********G4G,318.98
MFX***********DEC,298.81
MGH***********8JS,401.07
MGV***********ND4,316.27
MGX***********WM7,116.24
MHB***********C2V,195.36
MHG***********S9H,294.78
MHH***********M01,172.32
MHK***********J6U,262.68
MJH***********RH9,215.46
MJP***********KFM,210.67
MJX***********8VE,205.99
MKD***********YJ0,286.54
MKG***********KC0,313.24
ML5***********Z61,219.12
MLD***********WLH,122.9
MLV***********6MP,122.49
MMH***********GRB,181.49
MN3***********PW4,219.29
MNP***********RD1,315.96
MNS***********S1C,255.7
MNZ***********6RW,157.46
MP6***********T34,267.98
MPJ***********6AU,123.91
MPM***********J6G,198.35
MR9***********C70,241.54
MRB***********GXM,238.53
MRE***********H4C,160.06
MS2***********HZ5,276.06
MS2***********KR0,288.92
MSJ***********4ER,183.74
MT2***********K7A,104.64
MT2***********M8A,135.74
MT9***********BHZ,308.3
MTM***********S7F,276.44
MU7***********PEE,212.4
MUS***********2B4,211.88
MVC***********T38,398.18
MVL***********L69,189.61
MVU***********04V,240.68
MVX***********LJF,264.13
MWD***********D2T,288.23
MWG***********TVJ,138.31
MWG***********X1L,148.69
MX1***********WXN,246.73
MX9***********2AS,198.54
MXA***********X5N,170.82
MXD***********RMB,205.68
MXT***********HVN,118.48
MXX***********VH3,223.05
MYF***********M4N,161.36
MYJ***********6KE,210.57
MYJ***********N81,338.97
MYL***********V7V,280.99
MYP***********8YH,137.71
MYW***********5CG,229.85
MZB***********3T4,326.51
MZR***********DPD,251.06
N0D***********PES,251.05
N0H***********TN0,391.39
N0K***********U64,192.05
N0L***********0WL,179.24
N0Y***********JL7,324.46
N0Z***********UDM,352.63
N13***********9L2,201.29
N1B***********DFT,187.47
N1R***********R4H,216.42
N1V***********MCH,169.15
N23***********T6Y,265.35
N27***********JWP,230.05
N2P***********4GG,166.8
N2Y***********VVN,193.54
N3M***********ASV,184.61
N41***********CTX,150.1
N4G***********803,492.34
N4M***********K1C,192.99
N4P***********2H0,301.18
N5T***********9JS,109.95
N6E***********UWG,308.96
N6R***********D9G,83.83
N7U***********TK1,179.35
N8G***********URP,368.49
N8N***********XM9,289.4
N8S***********V4S,273.71
N8W***********1FF,424.21
N9H***********BEP,197.93
N9K***********3WW,160.42
N9T***********B96,228.45
NA6***********7LG,223.81
NAH***********ZAK,361.63
NAN***********P8R,223.19
NAR***********S4A,222.07
NAX***********LUP,347.57
NAY***********3KX,168.47
NB1***********4VK,103.75
NB1***********4XT,129.81
NBA***********UBA,92.24
NBB***********XBA,242.34
NC4***********ZE6,121.32
NCC***********S3Y,223.16
NCL***********A9F,201.14
ND2***********4VV,141.47
NDP***********NXL,372.9
NDS***********GX8,238.98
NDZ***********W81,356.62
NE5***********YFL,121.2
NE6***********F1U,110.82
NF6***********D23,281.93
NFR***********C6S,359.71
NGA***********GGK,290.93
NGA***********ZGU,289.22
NGM***********RTK,222.63
NGR***********SZJ,429.83
NHA***********9F7,251.71
NHH***********M4P,333.58
NHP***********40M,310.0
NHU***********ZKT,415.81
NHW***********CPG,308.55
NJC***********AR7,323.0
NJL***********P9J,396.85
NJY***********KWW,253.1
NJZ***********W7V,253.33
NK1***********B1S,230.41
NK2***********5N1,182.9
NK3***********CBJ,192.77
NK3***********UEB,339.01
NK6***********JFH,135.17
NKG***********XAC,133.95
NKP***********T12,443.13
NKZ***********W8M,300.79
NL4***********7KC,189.52
NL6***********CFP,229.48
NL9***********Z34,340.71
NLR***********P54,244.23
NLU***********H96,357.7
NLY***********TXU,105.91
NM9***********W2H,176.82
NMC***********LKT,316.49
NMG***********ZLL,257.09
NMK***********R2T,243.65
NMU***********SGW,185.33
NMZ***********WC0,227.94
NNK***********04D,166.3
NNL***********WVM,237.6
NNM***********9CK,162.31
NNV***********M4X,164.63
NNX***********1J7,165.15
NP1***********EHR,337.35
NP4***********926,176.63
NPC***********BE5,340.19
NPL***********5G8,258.22
NRC***********LCD,295.85
NRR***********SVB,191.3
NSF***********2W1,163.92
NSK***********PC1,442.7
NSR***********DB4,118.66
NST***********9LJ,271.54
NTE***********F4G,251.53
NTE***********M4F,495.36
NTL***********CG4,265.76
NTR***********AYG,207.76
NTY***********T8R,285.26
NUP***********8T1,374.81
NUS***********Y6N,272.89
NVA***********SUZ,170.95
NVB***********HSH,195.36
NVG***********NXA,266.53
NVH***********GZT,404.55
NVN***********FCR,309.7
NW3***********MKH,325.38
NW6***********GTA,98.51
NWD***********U1R,342.68
NWE***********PPP,279.32
NWW***********WMW,128.96
NXA***********H5N,165.0
NXT***********4RC,368.47
NXT***********90J,285.7
NXT***********AWM,138.45
NY2***********9PN,87.25
NYA***********7MY,235.28
NYB***********M6E,112.09
NZ7***********D7E,189.42
NZ7***********WAG,115.05
NZF***********VK6,438.14
NZW***********XA6,224.32
P05***********3A0,292.85
P0V***********2CT,357.93
P18***********Y7M,296.85
P1E***********GLL,287.55
P1X***********NDF,290.41
P24***********ZA9,295.59
P2H***********47W,299.15
P32***********CGY,379.14
P3K***********7GR,156.73
P40***********CG4,222.95
P47***********CV1,256.53
P4A***********6HX,202.44
P4H***********FYE,176.68
P4K***********AF7,227.57
P61***********8MH,165.05
P62***********BNN,151.33
P67***********6YV,147.72
P6B***********7EB,228.57
P6U***********R8G,286.82
P6Y***********CFF,228.7
P7H***********J5K,288.34
P7N***********BH4,506.28
P81***********BVA,293.91
P89***********DB0,106.64
P8N***********YC7,176.05
P8X***********MLT,194.72
P93***********SFT,268.47
P9N***********0ER,262.15
P9P***********G2T,232.75
P9W***********RF0,168.83
P9X***********9VD,443.37
PA7***********6EY,249.9
PAG***********MUT,145.7
PAR***********FPX,205.45
PB7***********N50,404.53
PB9***********5HY,92.05
PBH***********A96,244.59
PD8***********YEK,78.21
PDA***********UT6,320.68
PDH***********FY9,172.55
PDY***********96N,136.95
PEL***********85B,368.95
PEN***********3ZH,121.76
PEY***********SS1,418.31
PEZ***********ZA5,285.78
PF9***********2FK,268.59
PFB***********030,362.1
PFJ***********3UM,300.05
PFN***********VTM,208.04
PFU***********HCF,200.96
PGH***********C0N,287.26
PGJ***********M52,207.47
PH2***********W29,240.78
PHP***********BGU,141.53
PHS***********BE0,117.65
PJM***********3PZ,171.99
PJR***********CWU,318.46
PJR***********LXK,255.97
PK3***********6UY,128.97
PKD***********5VG,174.39
PKW***********3LZ,168.8
PKZ***********U7K,211.84
PL2***********HCR,319.36
PLS***********6VN,295.37
PM3***********FMU,223.49
PMG***********CX2,424.13
PMW***********JYJ,291.66
PN3***********HYG,409.73
PN5***********59Z,339.75
PNA***********WJS,199.64
PNJ***********C8T,174.24
PNN***********2PU,165.81
PPW***********PSC,273.27
PR4***********9SK,207.37
PR7***********LUM,223.57
PR8***********LKS,319.23
PRB***********L6L,164.65
PRG***********806,158.22
PS4***********705,329.45
PSH***********GVK,211.23
PSM***********4N5,269.96
PT0***********2E1,253.91
PT9***********Z65,175.92
PTT***********3V3,248.76
PU4***********H4N,104.77
PUB***********9VV,246.54
PUC***********HDB,249.93
PUF***********T3D,349.0
PUK***********7G2,174.13
PUP***********N09,138.36
PUW***********FAF,308.76
PUW***********XCK,174.63
PVC***********CE1,170.43
PVX***********3C2,219.03
PVY***********KMH,253.74
PVY***********TZT,288.02
PW9***********F4M,371.39
PWD***********7HW,383.02
PX1***********26U,222.34
PX2***********E44,145.51
PX2***********RD9,166.27
PXF***********VPM,309.15
PXJ***********HKT,326.97
PXL***********8F8,175.97
PXT***********5KC,139.15
PXV***********7H2,253.56
PY4***********E9C,154.41
PY4***********EDR,165.26
PYW***********M6B,243.32
PZ9***********RZ2,172.19
PZJ***********423,251.93
PZL***********9YR,159.99
PZR***********R7U,125.43
R08***********AS8,300.89
R0X***********HC1,128.9
R0Y***********PYM,229.31
R12***********DJX,272.43
R13***********1HH,264.91
R17***********1WH,185.44
R1E***********3VR,314.92
R1H***********6VP,86.63
R1K***********KTL,270.43
R1T***********KU4,143.87
R23***********T2T,175.92
R2B***********F5H,201.31
R2D***********PD0,188.34
R2K***********R7K,289.83
R2P***********384,135.56
R2T***********EC3,428.68
R33***********XSZ,320.5
R3B***********U3U,327.66
R41***********B3A,289.1
R4X***********VR5,231.69
R54***********0HB,107.87
R5A***********M03,225.9
R5H***********RX4,231.98
R5N***********JK9,223.23
R5W***********A4M,116.03
R61***********6HM,151.1
R63***********SJ4,261.93
R6R***********CFC,137.48
R6W***********6NE,287.91
R7A***********8PD,219.2
R7D***********H86,212.14
R7F***********ER6,292.89
R7L***********4J2,240.33
R8E***********RVH,172.73
R8H***********CVJ,349.92
R8J***********GDC,236.91
R8U***********4GS,453.3
R8W***********7VW,348.03
R9F***********17M,123.96
R9M***********8RX,138.21
R9S***********8FK,207.65
RA2***********7XV,318.25
RAG***********HVN,400.14
RAM***********WD9,310.52
RAN***********ENJ,83.68
RAP***********ZFN,152.81
RAU***********ZGH,371.76
RB1***********JMS,162.49
RB2***********HFY,179.33
RBF***********BL1,321.13
RBL***********K2S,129.41
RBY***********D3F,106.1
RC9***********JRW,143.9
RCZ***********EDS,241.22
RD4***********10M,205.69
RD6***********TC9,334.75
RDV***********HXA,149.7
RE2***********6YR,216.59
RE9***********JZT,225.72
RED***********GKN,217.77
REK***********8TB,275.71
REP***********E0M,110.59
RF0***********JRM,190.0
RF7***********YAC,257.38
RG2***********3LC,195.18
RGJ***********CPC,177.27
RGX***********FNK,106.31
RHA***********Z3C,230.45
RHH***********0P8,322.34
RHU***********TT0,311.7
RJL***********TC9,324.1
RK2***********YHY,266.24
RK8***********CTE,103.35
RKC***********1YS,285.92
RKE***********RL5,298.55
RKK***********63B,150.28
RKX***********H44,319.66
RLH***********JHZ,262.66
RLV***********VBD,174.41
RLZ***********2HY,291.85
RM1***********ES4,257.83
RM1***********LNY,353.98
RM5***********6UF,203.45
RMJ***********1XC,190.7
RMR***********PSE,133.94
RN0***********UXH,305.02
RN2***********41V,314.31
RNB***********CR1,247.4
RNN***********J3V,237.35
RP5***********3RY,70.21
RR5***********1CZ,263.89
RRD***********ECM,232.35
RRT***********WJB,200.76
RSJ***********8H0,157.78
RSK***********MH7,200.81
RSW***********939,130.64
RT7***********1KA,255.55
RTM***********ENW,277.77
RU5***********P82,134.77
RU8***********KCT,211.85
RUJ***********1UB,187.78
RVU***********C9M,346.47
RW6***********VHW,241.01
RWJ***********8KC,207.36
RWK***********6P6,194.76
RWR***********MGJ,212.74
RX0***********3ZD,227.5
RX1***********6VX,388.91
RX6***********4GV,113.47
RXB***********3MN,176.95
RXG***********ACV,346.89
RXH***********61S,105.69
RXJ***********0SW,319.64
RXL***********GGD,186.43
RXT***********PP1,218.75
RXX***********9S1,321.29
RXX***********NS7,198.28
RXZ***********R4E,148.02
RYB***********EVY,370.3
RYG***********RX1,284.12
RYK***********EDF,241.65
RYS***********1X3,422.99
RZ4***********9NX,300.06
RZK***********0B7,111.55
RZS***********51Y,120.78
RZX***********RPK,282.45
S0C***********428,160.32
S0R***********5NZ,183.41
S13***********B7F,160.6
S1D***********NGD,252.33
S2R***********VGN,320.73
S3C***********MVX,396.75
S3M***********B7E,227.31
S3V***********RYD,309.05
S43***********C6H,409.27
S49***********6NF,256.1
S4B***********778,114.71
S4B***********GEU,117.9
S4D***********93H,198.38
S4F***********JPT,309.6
S4M***********0AZ,384.88
S58***********1VX,129.82
S59***********YWF,209.23
S5N***********TZ0,245.36
S5X***********YFW,220.25
S5Y***********KV5,285.36
S6E***********68R,215.46
S6H***********2ZN,134.01
S6U***********06T,156.24
S70***********VMK,338.08
S7G***********VUU,207.42
S7J***********MLK,234.74
S84***********ZWX,149.89
S8C***********W1A,273.17
S8G***********2FY,302.81
S91***********650,189.21
S91***********VCZ,200.56
S98***********UVA,285.18
S9P***********0NF,98.95
SAE***********SDA,198.38
SAH***********2ZL,148.4
SAH***********BYJ,104.55
SAL***********UT4,357.34
SAY***********5E4,104.17
SB1***********885,408.28
SB2***********6PN,173.59
SB9***********P7Y,150.18
SBE***********MUL,227.39
SBN***********HHZ,277.37
SC8***********K6G,129.47
SCA***********D0Z,188.13
SCB***********1JW,240.65
SCK***********J74,111.83
SCS***********6SE,200.14
SCX***********DE4,316.83
SD5***********WH0,277.71
SDJ***********NK6,238.03
SDP***********P6U,191.34
SE7***********6MX,253.46
SE7***********VR5,102.96
SEF***********DRK,263.06
SEJ***********FEB,222.68
SF8***********X46,211.45
SFB***********K5T,179.26
SGH***********1XF,302.63
SGL***********UNV,271.16
SGR***********KTP,423.74
SH1***********8CH,381.78
SH3***********9TD,246.09
SHK***********YK5,225.81
SHT***********R3T,321.34
SJ2***********BJT,250.91
SJC***********H6D,333.45
SJH***********DH8,346.54
SJL***********4G3,166.71
SJN***********5T6,116.02
SJS***********TKM,243.09
SJW***********RKL,340.13
SK2***********SML,154.34
SK6***********3WY,287.28
SKC***********CXC,226.93
SKN***********URB,202.71
SKS***********GDM,244.08
SKZ***********EXU,193.4
SM2***********Y31,207.43
SM3***********HCV,336.33
SMB***********ND0,293.19
SML***********A8Z,298.18
SMY***********3Z5,186.47
SMY***********AU9,311.62
SNN***********2JA,101.93
SPE***********181,113.19
SPE***********AZU,108.34
SPH***********818,178.78
SPT***********H6M,305.77
SPU***********ABP,277.88
SRR***********7W7,164.68
SRU***********51W,239.97
SSG***********N0F,239.3
ST1***********P1W,480.5
ST6***********1Z5,113.07
STD***********1AE,338.33
STD***********CB6,167.79
STY***********NWF,147.17
SU2***********7LX,101.4
SU2***********PM5,302.05
