Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift,Temp_C,Shift_Derived
6127,GA-1,STN-04,2026-12-03 09:03:00,159-ABC,BOM-1,54.59530999999999,10.53416,51.58,REJECT,Human,TL-017,sup-01,0K4***********8FB,WO-58336,False,Visual Defect,1.0129,Morning,63.81269999999999,Morning
6136,GA-2,STN-04,2026-12-03 09:07:00,761-ABC,BOM-2,50.15449,9.54845,61.26,REJECT,Automated,TL-003,sup-01,0BU***********1Y1,WO-78759,False,Torque Out of Spec,1.0051,Morning,99.80643,Morning
6165,GA-2,STN-04,2026-12-03 09:22:00,933-DEF,BOM-2,57.97218,11.973600000000001,55.06,REPAIR,Human,TL-017,SUP-09,FR5***********8MG,WO-43437,False,Leak Detected,0.9978,Morning,90.00156,Morning
6171,GA-1,STN-04,2026-12-03 09:25:00,418-ABC,BOM-2,55.71138,10.620868324163322,65.25,REJECT,HUMAN,TL-003,SUP-09,VP9***********22W,WO-35453,False,Temperature High,0.9843,Morning,92.36014999999999,Morning
6181,GA-2,STN-04,2026-12-03 09:30:00,293-GHI,BOM-3,50.93794,11.77052,57.15,REJECT,Automated,TL-011,SUP-01,M93***********PD4,WO-51858,False,,1.0147,Morning,93.35239999999999,Morning
6188,GA-1,STN-04,2026-12-03 09:33:00,465-DEF,BOM-2,50.0988,11.0556,67.66,REJECT,automated,TL-010,sup-01,M46***********NED,WO-22685,False,Leak Detected,0.996,Morning,91.632,Morning
6189,GA-2,STN-04,2026-12-03 09:34:00,894-ABC,BOM-2,57.773740000000004,13.11247,72.49,REPAIR,Human,TL-005,SUP-02,1BC***********CJK,WO-18702,False,,0.9859,Morning,88.53381999999999,Morning
6228,GA-1,STN-04,2026-12-03 09:53:00,332-ABC,BOM-1,56.14045,8.13779,62.43,REPAIR,automated,TL-013,sup-09,HEU***********2F9,WO-37410,False,,1.0301,Morning,83.95315000000001,Morning
6249,GA-1,STN-04,2026-12-03 10:04:00,417-ABC,BOM-1,58.81041,10.5247135233525,53.46,REJECT,human,TL-017,sup-01,XHA***********E2X,WO-88299,False,Temperature High,0.9951,Morning,79.40898,Morning
6255,GA-2,STN-04,2026-12-03 10:07:00,469-DEF,BOM-1,51.232859999999995,7.5195,61.51,REJECT,HUMAN,TL-013,SUP-09,00W***********01F,WO-58060,False,Torque Out of Spec,1.0026,Morning,92.2392,Morning
6278,GA-2,STN-04,2026-12-03 10:18:00,332-GHI,BOM-3,57.93228,10.65078,51.51,OK,AUTO,TL-017,sup-01,Y3V***********LA2,WO-53488,False,Leak Detected,0.9954,Morning,85.99149999999999,Morning
6294,GA-1,STN-04,2026-12-03 10:26:00,686-GHI,BOM-2,46.49672,11.131630000000001,61.31,OK,AUTO,TL-016,SUP-01,6NV***********VBE,WO-76660,False,Visual Defect,0.9851,Morning,85.99923,Morning
6297,GA-1,STN-04,2026-12-03 10:28:00,645-GHI,BOM-1,43.022650000000006,10.337250000000001,62.9,REPAIR,AUTO,TL-016,SUP-09,DVT***********H7Z,WO-32073,False,Temperature High,0.9845,Morning,78.46465,Morning
6307,GA-2,STN-04,2026-12-03 10:33:00,439-ABC,BOM-1,39.73328000000001,9.1618,72.53,REPAIR,human,TL-001,SUP-01,R20***********R6Y,WO-31589,False,Visual Defect,0.9644,Morning,70.45477777777778,Morning
6316,GA-2,STN-04,2026-12-03 10:37:00,304-DEF,BOM-1,58.88211,11.04656,62.1,REJECT,Human,TL-011,sup-02,YCX***********1KT,WO-47987,False,,0.9863,Morning,69.80812222222221,Morning
6327,GA-2,STN-04,2026-12-03 10:43:00,573-DEF,BOM-2,50.74367999999999,7.4985599999999994,69.87,REJECT,HUMAN,TL-003,SUP-01,U9K***********B59,WO-22152,False,Visual Defect,1.0272,Morning,73.34208,Morning
6338,GA-2,STN-04,2026-12-03 10:48:00,181-GHI,BOM-2,41.839200000000005,12.2031,41.02,REPAIR,HUMAN,TL-023,SUP-02,8KN***********UB1,WO-55963,False,Leak Detected,0.9685,Morning,61.693450000000006,Morning
6352,GA-1,STN-04,2026-12-03 10:55:00,510-ABC,BOM-1,45.60624,12.42,52.98,REPAIR,human,TL-001,sup-01,840***********SHH,WO-93753,False,Torque Out of Spec,0.9936,Morning,84.01440000000001,Morning
6354,GA-1,STN-04,2026-12-03 10:56:00,927-ABC,BOM-1,45.57867,8.51576,61.35,REPAIR,Human,TL-002,SUP-02,L89***********JNL,WO-86791,False,Visual Defect,0.9677,Morning,74.80320999999999,Morning
6356,GA-2,STN-04,2026-12-03 10:57:00,917-GHI,BOM-3,48.23093,10.687332974806603,56.21,REPAIR,HUMAN,TL-016,SUP-01,KTU***********H34,WO-82617,False,Temperature High,0.9823,Morning,78.28931,Morning
6368,GA-1,STN-04,2026-12-03 11:03:00,255-DEF,BOM-1,45.189,7.631919999999999,52.71,REPAIR,Human,TL-001,sup-02,D4B***********TZA,WO-50422,False,Visual Defect,1.0042,Morning,63.96754,Morning
6371,GA-2,STN-04,2026-12-03 11:05:00,815-GHI,BOM-1,56.14263,10.04435,59.55,REJECT,Human,TL-011,SUP-09,8MB***********P4W,WO-20558,False,Visual Defect,1.0573,Morning,79.82615,Morning
6375,GA-2,STN-04,2026-12-03 11:07:00,851-GHI,BOM-2,45.177580000000006,12.33278589059419,43.35,,automated,TL-012,SUP-02,1KB***********37R,WO-64689,False,Visual Defect,0.9674,Morning,77.92944444444444,Morning
6413,GA-1,STN-04,2026-12-03 11:26:00,502-GHI,BOM-2,45.1845,10.34223,47.84,REPAIR,Automated,TL-019,SUP-09,A1J***********PVH,WO-33797,False,Torque Out of Spec,1.0041,Morning,80.83005,Morning
6451,GA-1,STN-04,2026-12-03 11:45:00,,BOM-2,53.7786,8.576228988265145,56.12,REJECT,Human,TL-003,sup-02,963***********ZMB,WO-67489,False,Leak Detected,0.9959,Morning,91.42362,Morning
6471,GA-1,STN-04,2026-12-03 11:55:00,424-GHI,BOM-3,53.943039999999996,9.76208,80.74,REPAIR,HUMAN,TL-017,sup-09,YG4***********P7M,WO-43415,False,,1.0064,Morning,70.34736000000001,Morning
6473,GA-2,STN-04,2026-12-03 11:56:00,283-ABC,BOM-1,49.63,12.01046,60.4,,AUTO,TL-002,SUP-09,PU7***********98E,WO-20388,False,,0.9926,Morning,83.04753333333335,Morning
6477,GA-1,STN-04,2026-12-03 11:58:00,117-DEF,BOM-2,52.016099999999994,12.01175,43.88,REJECT,human,TL-020,SUP-09,V8Y***********W3V,WO-88943,False,,1.0445,Morning,86.51941666666666,Morning
6480,GA-1,STN-04,2026-12-03 11:59:00,271-GHI,BOM-2,49.610079999999996,14.63904,68.1,OK,Automated,TL-003,sup-09,ZB5***********0X9,WO-74299,False,Visual Defect,1.0166,Morning,63.334179999999996,Morning
6401,GA-2,STN-04,2026-12-03 12:10:00,682-DEF,BOM-2,54.3751,10.207600000000001,59.88,UNKNOWN,automated,TL-020,sup-01,M7R***********ZNE,WO-20626,False,,0.9815,Morning,91.37765,Morning
6505,GA-2,STN-04,2026-12-03 12:12:00,202-ABC,BOM-1,51.09464,9.465912381582758,51.12,REJECT,AUTO,TL-012,SUP-09,DXS***********SX2,WO-58044,False,,1.0058,Morning,80.36342,Morning
6531,GA-2,STN-04,2026-12-03 12:25:00,678-ABC,BOM-3,49.528200000000005,6.076308277830638,47.64,OK,human,TL-012,SUP-02,B19***********P95,WO-28626,False,,1.0212,Morning,89.55924000000002,Morning
6544,GA-2,STN-04,2026-12-03 12:31:00,788-GHI,BOM-1,50.77,10.86478,41.48,REPAIR,automated,TL-015,SUP-09,W77***********LZU,WO-79234,False,Leak Detected,1.0154,Morning,73.00726000000002,Morning
6549,GA-2,STN-04,2026-12-03 12:34:00,355-GHI,BOM-1,35.903819999999996,9.928709999999999,59.47,REPAIR,Human,TL-009,sup-09,BNR***********VLL,WO-66632,False,Visual Defect,1.0029,Morning,60.27428999999999,Morning
6559,GA-1,STN-04,2026-12-03 12:39:00,125-DEF,BOM-3,47.094210000000004,8.801685765109834,65.79,REPAIR,Automated,TL-005,sup-09,TFK***********9FY,WO-19868,False,Visual Defect,0.9873,Morning,77.89797,Morning
6613,GA-2,STN-04,2026-12-03 13:06:00,458-GHI,BOM-2,49.07875000000001,9.183750000000002,67.2,,Human,TL-015,SUP-02,1MH***********FGF,WO-15468,False,Torque Out of Spec,0.9875,Morning,90.35625,Morning
6617,GA-1,STN-04,2026-12-03 13:08:00,580-ABC,BOM-3,50.96448,12.033280000000001,67.56,REPAIR,AUTO,TL-020,SUP-02,3VA***********7TR,WO-66565,False,Visual Defect,1.0112,Morning,75.3344,Morning
6636,GA-1,STN-04,2026-12-03 13:17:00,534-ABC,BOM-1,48.80049,10.710749596657429,56.47,OK,automated,TL-014,SUP-02,8L4***********0AG,WO-88634,False,Temperature High,0.9939,Morning,79.61139,Morning
6639,GA-1,STN-04,2026-12-03 13:19:00,378-DEF,BOM-1,52.73877,7.56217,71.44,REJECT,automated,TL-004,sup-01,ZRE***********MDD,WO-25079,False,Torque Out of Spec,0.9821,Morning,72.57719,Morning
6683,GA-2,STN-04,2026-12-03 13:41:00,796-DEF,BOM-2,42.06129,10.930079999999998,63.54,UNKNOWN,HUMAN,TL-024,sup-02,H20***********D2H,WO-86823,False,Visual Defect,0.9759,Morning,80.70693,Morning
6685,GA-2,STN-04,2026-12-03 13:42:00,598-ABC,BOM-2,49.95159,10.39575145823853,55.2,,human,TL-011,sup-01,Z8G***********81S,WO-96705,False,Temperature High,1.0257,Morning,75.18381000000001,Morning
6694,GA-1,STN-04,2026-12-03 13:46:00,950-GHI,BOM-2,54.17793,10.741999338104495,58.78,REJECT,automated,TL-007,SUP-09,KGE***********SSV,WO-96076,False,Temperature High,1.0203,Morning,82.03212,Morning
6712,GA-1,STN-04,2026-12-03 13:55:00,409-ABC,BOM-2,46.4928,9.879719999999999,66.92,REPAIR,automated,TL-021,sup-01,6HV***********79J,WO-61298,False,Temperature High,0.9686,Morning,67.02712000000001,Morning
6715,GA-2,STN-04,2026-12-03 13:57:00,633-DEF,BOM-1,44.8695,8.47535,83.73,REJECT,automated,TL-022,SUP-01,7GK***********TDV,WO-47519,False,Visual Defect,0.9971,Morning,64.47913333333334,Morning
6750,GA-1,STN-04,2026-12-03 14:14:00,113-GHI,BOM-3,47.32276,10.7998,33.83,OK,automated,TL-003,sup-02,04M***********E9Y,WO-31317,False,,0.9818,Evening,60.96978,Evening
6756,GA-2,STN-04,2026-12-03 14:17:00,888-DEF,BOM-1,51.93888,11.8944,57.37,REPAIR,human,TL-009,sup-09,EJW***********CU1,WO-83210,False,Temperature High,0.9912,Evening,65.12184,Evening
6764,GA-2,STN-04,2026-12-03 14:21:00,351-ABC,BOM-3,57.30968000000001,11.708236462168536,72.77,REJECT,Automated,TL-019,sup-01,ERL***********G3C,WO-99043,False,,1.0072,Evening,83.29544000000001,Evening
6777,GA-2,STN-04,2026-12-03 14:28:00,911-GHI,BOM-3,44.61097,8.793754740137068,72.97,REPAIR,Human,TL-017,sup-02,YK2***********TUG,WO-90593,False,Temperature High,0.9677,Evening,78.77078,Evening
6789,GA-1,STN-04,2026-12-03 14:34:00,902-DEF,BOM-3,42.90069,8.53995,61.01,,human,TL-023,SUP-09,SJL***********PZR,WO-28134,False,,1.0047,Evening,68.42007,Evening
6801,GA-1,STN-04,2026-12-03 14:40:00,122-ABC,BOM-1,47.54764,9.989,57.89,,Human,TL-019,SUP-02,7D4***********AH0,WO-32978,False,Torque Out of Spec,0.9989,Evening,70.9219,Evening
6810,GA-2,STN-04,2026-12-03 14:44:00,214-DEF,BOM-3,46.5792,11.83888,47.75,UNKNOWN,AUTO,TL-021,sup-02,EXS***********BM6,WO-13535,False,Leak Detected,0.9704,Evening,77.72904,Evening
6824,GA-2,STN-04,2026-12-03 14:51:00,110-GHI,BOM-2,54.29354,10.50526,62.23,REJECT,HUMAN,TL-019,sup-02,56W***********FPP,WO-97258,False,Visual Defect,0.9818,Evening,73.635,Evening
6881,GA-2,STN-04,2026-12-03 15:20:00,997-DEF,BOM-1,40.58285,10.61923426963968,72.1,REJECT,Automated,TL-024,SUP-02,ZZK***********66H,WO-44494,False,Torque Out of Spec,0.9779,Evening,76.22187222222222,Evening
6899,GA-2,STN-04,2026-12-03 15:29:00,452-DEF,BOM-3,47.04,12.198527282505276,55.79,OK,Automated,TL-002,sup-01,5RP***********4AN,WO-87783,False,Leak Detected,1.05,Evening,73.92000000000002,Evening
6910,GA-2,STN-04,2026-12-03 15:34:00,955-GHI,BOM-3,64.26728,11.430133482259821,29.53,OK,AUTO,TL-013,sup-02,W9U***********1R1,WO-49056,False,Leak Detected,1.0433,Evening,82.83802,Evening
6911,GA-2,STN-04,2026-12-03 15:35:00,286-DEF,BOM-3,52.30624,9.04544,62.27,REPAIR,Human,TL-023,SUP-02,S42***********E6Z,WO-23912,False,Leak Detected,0.9832,Evening,98.90991999999999,Evening
6923,GA-2,STN-04,2026-12-03 15:41:00,959-DEF,BOM-1,48.9951,9.955015926860547,60.59,,automated,TL-024,SUP-02,LXA***********F83,WO-66331,False,Visual Defect,0.9999,Evening,81.79182,Evening
6945,GA-2,STN-04,2026-12-03 15:52:00,347-GHI,BOM-2,50.02062,8.3861,48.78,REJECT,human,TL-017,sup-02,6J4***********J6Y,WO-53953,False,,0.9866,Evening,83.861,Evening
6968,GA-1,STN-04,2026-12-03 16:03:00,820-GHI,BOM-2,44.531459999999996,7.726919999999999,65.44,REPAIR,automated,TL-024,sup-01,HBU***********7YN,WO-20308,False,,1.0167,Evening,98.82324,Evening
6984,GA-1,STN-04,2026-12-03 16:11:00,372-GHI,BOM-1,43.30296,10.55448,62.75,REPAIR,human,TL-024,SUP-09,GYX***********PMU,WO-44219,False,,0.9864,Evening,70.0344,Evening
6993,GA-1,STN-04,2026-12-03 16:16:00,840-ABC,BOM-2,47.23434,10.982470000000001,66.51,REPAIR,AUTO,TL-006,SUP-09,T0M***********N0S,WO-49543,False,Visual Defect,0.9719,Evening,80.86208,Evening
7004,GA-2,STN-04,2026-12-03 16:21:00,602-ABC,BOM-3,51.51859999999999,9.567739999999999,57.34,REJECT,Automated,TL-005,SUP-09,CLV***********LLH,WO-20197,False,Visual Defect,1.0514,Evening,66.88072222222222,Evening
7008,GA-1,STN-04,2026-12-03 16:23:00,856-DEF,BOM-2,41.48955,9.390373557274645,61.99,REPAIR,Human,TL-020,SUP-02,T2P***********1XT,WO-21177,False,Leak Detected,0.9855,Evening,74.99655,Evening
7014,GA-2,STN-04,2026-12-03 16:26:00,118-DEF,BOM-3,48.744,9.545700000000002,65.36,,AUTO,TL-002,SUP-09,ZRE***********11W,WO-71116,False,Leak Detected,1.0155,Evening,75.04545000000002,Evening
7028,GA-2,STN-04,2026-12-03 16:33:00,938-DEF,BOM-2,50.923500000000004,9.485750000000001,70.18,REJECT,AUTO,TL-009,sup-02,JP4***********L2E,WO-53301,False,Torque Out of Spec,0.9985,Evening,84.37325,Evening
7032,GA-1,STN-04,2026-12-03 16:35:00,160-ABC,BOM-2,57.8744,10.6037,56.46,REPAIR,Human,TL-001,SUP-01,UY3***********MVE,WO-49226,False,Temperature High,0.991,Evening,94.9378,Evening
7033,GA-2,STN-04,2026-12-03 16:36:00,204-ABC,BOM-2,49.57,10.01314,64.62,REPAIR,automated,TL-009,sup-01,ZBU***********8V8,WO-90569,False,Temperature High,0.9914,Evening,92.49762,Evening
7039,GA-2,STN-04,2026-12-03 16:39:00,517-DEF,BOM-1,53.2578,8.060640000000001,66.25,REJECT,automated,TL-006,SUP-09,MX9***********TEF,WO-69110,False,Temperature High,0.9596,Evening,95.19232000000001,Evening
7091,GA-1,STN-04,2026-12-03 17:05:00,669-DEF,BOM-2,45.13152,10.467269267364415,49.05,REPAIR,HUMAN,TL-005,SUP-09,J4K***********37W,WO-39156,False,Torque Out of Spec,1.0074,Evening,100.23630000000001,Evening
7094,GA-1,STN-04,2026-12-03 17:06:00,959-GHI,BOM-1,47.4892,9.975068602711012,69.13,,automated,TL-003,sup-02,YF5***********LRG,WO-47367,False,Visual Defect,1.004,Evening,66.66560000000001,Evening
7095,GA-1,STN-04,2026-12-03 17:07:00,875-GHI,BOM-3,50.645320000000005,10.354023083605677,64.19,,AUTO,TL-003,SUP-09,7K5***********DUL,WO-91507,False,Visual Defect,0.9796,Evening,80.52312,Evening
7111,GA-2,STN-04,2026-12-03 17:15:00,341-ABC,BOM-3,44.20702,8.91982,54.13,REPAIR,automated,TL-013,sup-02,KM0***********HMF,WO-70954,False,Temperature High,0.9802,Evening,75.67144,Evening
7121,GA-1,STN-04,2026-12-03 17:20:00,209-DEF,BOM-3,53.26499999999999,10.816510155959126,55.58,,human,TL-012,sup-01,0JW***********E5S,WO-64362,False,Temperature High,1.005,Evening,74.16899999999998,Evening
7131,GA-1,STN-04,2026-12-03 17:25:00,964-GHI,BOM-2,49.824450000000006,8.353800000000001,51.9,REJECT,automated,TL-010,sup-09,40X***********CV1,WO-55877,False,Torque Out of Spec,0.9945,Evening,96.96375,Evening
7134,GA-1,STN-04,2026-12-03 17:26:00,583-ABC,BOM-3,47.98622,6.402933024448765,62.55,REJECT,automated,TL-018,sup-09,4F1***********23L,WO-41443,False,,1.0018,Evening,84.48513333333334,Evening
7145,GA-2,STN-04,2026-12-03 17:32:00,852-ABC,BOM-3,49.31565,11.698599999999999,56.91,REJECT,Human,TL-008,sup-01,S6R***********BXC,WO-94882,False,Visual Defect,1.0085,Evening,70.3933,Evening
7158,GA-2,STN-04,2026-12-03 17:38:00,845-ABC,BOM-2,52.238789999999995,11.60862,65.75,REJECT,Automated,TL-016,sup-02,0L3***********CLL,WO-68051,False,,1.0183,Evening,78.81642000000001,Evening
7172,GA-2,STN-04,2026-12-03 17:45:00,648-DEF,BOM-2,48.71712,8.93802,35.2,REJECT,Automated,TL-014,sup-01,JKK***********FCN,WO-43141,False,Torque Out of Spec,0.9822,Evening,68.85221999999999,Evening
7184,GA-1,STN-04,2026-12-03 17:51:00,702-GHI,BOM-1,51.812999999999995,8.474813497152471,78.8,OK,automated,TL-014,sup-01,HEW***********S2W,WO-73698,False,Leak Detected,1.01,Evening,80.497,Evening
7187,GA-2,STN-04,2026-12-03 17:53:00,782-ABC,BOM-1,45.59149,9.62379,57.05,,Human,TL-016,SUP-01,3RF***********3GT,WO-98998,False,Visual Defect,0.9721,Evening,73.19913,Evening
7135,GA-1,STN-04,2026-12-03 18:10:00,566-DEF,BOM-2,48.281940000000006,9.215639999999999,42.02,,human,TL-023,SUP-01,BX2***********YCN,WO-81763,False,Leak Detected,1.0017,Evening,85.84569,Evening
7319,GA-2,STN-04,2026-12-03 18:59:00,857-ABC,BOM-3,45.04179,11.23559,76.17,REPAIR,Automated,TL-008,sup-01,5EH***********YZ1,WO-88920,False,Temperature High,0.9943,Evening,90.87902,Evening
7354,GA-1,STN-04,2026-12-03 19:16:00,581-ABC,BOM-2,51.124919999999996,10.164,47.73,REPAIR,HUMAN,TL-014,SUP-09,5HN***********CLH,WO-98621,False,,1.0164,Evening,88.4268,Evening
7379,GA-2,STN-04,2026-12-03 19:29:00,345-ABC,BOM-2,43.64207,9.159063142073112,62.48,,HUMAN,TL-009,SUP-01,J9P***********5FK,WO-27464,False,Leak Detected,1.0079,Evening,87.98967,Evening
7418,GA-1,STN-04,2026-12-03 19:48:00,178-ABC,BOM-3,47.609100000000005,7.72875,51.32,,Automated,TL-007,sup-02,1K2***********4T6,WO-80502,False,Torque Out of Spec,1.0305,Evening,85.35974999999999,Evening
7438,GA-2,STN-04,2026-12-03 19:58:00,915-DEF,BOM-3,51.09588,9.18918,62.97,REJECT,Human,TL-020,SUP-02,GVY***********CXD,WO-46402,False,Temperature High,1.0098,Evening,90.3771,Evening
7454,GA-1,STN-04,2026-12-03 20:06:00,980-DEF,BOM-3,42.54182,8.87128,67.44,,automated,TL-021,SUP-01,9LS***********STM,WO-41105,False,Visual Defect,1.0081,Evening,75.15945555555555,Evening
7460,GA-2,STN-04,2026-12-03 20:09:00,776-DEF,BOM-3,50.52005,13.260097353796935,63.75,REPAIR,automated,TL-016,SUP-02,D0N***********ZNC,WO-86159,False,Leak Detected,1.0165,Evening,75.4243,Evening
7462,GA-1,STN-04,2026-12-03 20:10:00,981-ABC,BOM-2,49.655,10.791141631848205,61.45,REPAIR,Automated,TL-007,sup-09,16A***********ZFD,WO-65953,False,Leak Detected,0.9931,Evening,78.78593333333333,Evening
7473,GA-2,STN-04,2026-12-03 20:16:00,746-DEF,BOM-1,46.360079999999996,8.4201,52.51,,human,TL-014,sup-02,93S***********YCT,WO-77658,False,,0.9906,Evening,73.00722,Evening
7494,GA-2,STN-04,2026-12-03 20:26:00,876-GHI,BOM-3,40.408319999999996,10.399199999999999,61.7,,Automated,TL-022,sup-02,723***********XUK,WO-54616,False,,0.9904,Evening,86.95711999999999,Evening
7495,GA-2,STN-04,2026-12-03 20:27:00,574-ABC,BOM-1,45.451859999999996,11.312009999999999,52.54,,Automated,TL-012,sup-01,XJ7***********AXN,WO-97867,False,Torque Out of Spec,1.0191,Evening,75.82104,Evening
3,GA-2,STN-05,2026-03-10 06:01:00,802-DEF,BOM-3,54.53706,11.25207,85.49,REPAIR,AUTO,TL-022,SUP-02,PF3***********M45,WO-10395,False,,1.0137,Morning,75.46433333333333,Morning
25,GA-1,STN-05,2026-03-10 06:12:00,405-GHI,BOM-2,47.41142,10.8878,57.73,UNKNOWN,Human,TL-023,sup-01,ENW***********BDX,WO-15515,False,Leak Detected,0.9898,Morning,74.03704,Morning
30,GA-2,STN-05,2026-03-10 06:14:00,552-ABC,BOM-3,51.7824,10.218342779133744,65.31,REJECT,HUMAN,TL-023,sup-09,T4L***********72R,WO-89472,False,,0.992,Morning,96.38933333333334,Morning
75,GA-2,STN-05,2026-03-10 06:37:00,736-DEF,BOM-2,50.19807,12.178230000000001,35.22,REPAIR,Automated,TL-005,SUP-01,KTD***********TX6,WO-99034,False,Torque Out of Spec,0.9901,Morning,79.10899,Morning
92,GA-2,STN-05,2026-03-10 06:45:00,562-DEF,BOM-2,47.683350000000004,9.557417366483266,71.15,REJECT,automated,TL-004,SUP-02,W9D***********GHN,WO-66249,False,Leak Detected,0.9633,Morning,88.14195000000001,Morning
98,GA-1,STN-05,2026-03-10 06:48:00,408-ABC,BOM-2,44.838,9.565439999999999,56.96,REJECT,HUMAN,TL-012,SUP-02,2P6***********L0E,WO-50113,False,Torque Out of Spec,0.9964,Morning,68.91766666666666,Morning
134,GA-1,STN-05,2026-03-10 07:06:00,240-DEF,BOM-1,50.35722,8.569951323101533,63.41,OK,Human,TL-004,SUP-02,M45***********37C,WO-42705,False,Visual Defect,1.0298,Morning,77.44096,Morning
153,GA-2,STN-05,2026-03-10 07:16:00,823-DEF,BOM-1,42.38624,11.10601,45.95,REPAIR,automated,TL-023,SUP-02,ZA0***********MFY,WO-58261,False,Leak Detected,1.0189,Morning,81.28557777777776,Morning
297,GA-2,STN-05,2026-03-10 08:28:00,195-DEF,BOM-1,52.34975,8.7419,61.28,UNKNOWN,HUMAN,TL-006,sup-09,GY7***********KYG,WO-57756,False,,1.0165,Morning,75.44688888888889,Morning
331,GA-2,STN-05,2026-03-10 08:45:00,223-DEF,BOM-2,57.80736,11.842480000000002,56.36,REPAIR,Automated,TL-008,SUP-01,TMZ***********E31,WO-44575,False,Temperature High,1.0036,Morning,101.06252,Morning
361,GA-1,STN-05,2026-03-10 09:00:00,174-DEF,BOM-1,48.91464,11.33388,85.01,REPAIR,Automated,TL-013,sup-01,VE0***********EPR,WO-98080,False,Visual Defect,0.9942,Morning,68.5998,Morning
291,GA-2,STN-05,2026-03-10 09:10:00,443-GHI,BOM-3,48.75844000000001,9.711640000000001,58.89,OK,Human,TL-018,SUP-01,ERH***********RPV,WO-91128,False,Visual Defect,1.0012,Morning,75.49048000000002,Morning
396,GA-1,STN-05,2026-03-10 09:17:00,789-DEF,BOM-3,51.7647,9.393199999999998,61.01,UNKNOWN,human,TL-010,SUP-01,HX2***********SD5,WO-98415,False,Torque Out of Spec,1.021,Morning,74.19266666666667,Morning
400,GA-2,STN-05,2026-03-10 09:19:00,726-ABC,BOM-3,47.234700000000004,7.1106,84.02,,Automated,TL-021,sup-02,LKV***********BS4,WO-76690,False,Temperature High,1.0158,Morning,101.98632,Morning
405,GA-1,STN-05,2026-03-10 09:22:00,,BOM-1,53.21542,11.02753,65.75,REPAIR,Automated,TL-012,SUP-01,VAL***********EAS,WO-86838,False,Leak Detected,1.0117,Morning,73.44942,Morning
443,GA-2,STN-05,2026-03-10 09:41:00,391-DEF,BOM-3,50.62414,7.72067,47.22,REJECT,human,TL-019,SUP-09,CZN***********DZN,WO-16719,False,Leak Detected,0.9773,Morning,85.45945555555555,Morning
467,GA-1,STN-05,2026-03-10 09:53:00,441-DEF,BOM-3,48.621249999999996,9.022499999999999,61.5,REJECT,automated,TL-004,SUP-09,CW1***********AZ6,WO-47024,False,Leak Detected,1.0025,Morning,78.3955,Morning
577,GA-2,STN-05,2026-03-10 10:48:00,449-GHI,BOM-1,58.599450000000004,7.8546000000000005,62.89,REJECT,automated,TL-024,SUP-09,ZZ4***********LD7,WO-48204,False,Visual Defect,1.0335,Morning,82.04841666666667,Morning
592,GA-2,STN-05,2026-03-10 10:55:00,963-ABC,BOM-3,51.927040000000005,10.188291344337346,43.33,REPAIR,Human,TL-008,SUP-02,1E1***********PU7,WO-98601,False,Torque Out of Spec,1.0142,Morning,121.98572222222221,Morning
602,GA-2,STN-05,2026-03-10 11:00:00,588-GHI,BOM-1,46.694939999999995,9.12088,52.57,,human,TL-006,SUP-09,BFB***********4XK,WO-19182,False,,0.9914,Morning,77.71474444444443,Morning
633,GA-1,STN-05,2026-03-10 11:15:00,935-ABC,BOM-1,47.0304,12.004471931493814,36.99,REPAIR,automated,TL-009,SUP-09,BSN***********P7W,WO-27502,False,Temperature High,0.9798,Morning,65.6466,Morning
666,GA-2,STN-05,2026-03-10 11:32:00,407-GHI,BOM-2,41.03935,11.052323529006191,64.78,REJECT,HUMAN,TL-012,SUP-02,C38***********M32,WO-33061,False,,0.9889,Morning,89.79212,Morning
684,GA-1,STN-05,2026-03-10 11:41:00,652-GHI,BOM-2,47.50902,12.92967,73.58,REJECT,HUMAN,TL-020,SUP-09,6SV***********UHT,WO-50742,False,Visual Defect,1.0023,Morning,85.69664999999999,Morning
755,GA-1,STN-05,2026-03-10 12:17:00,538-ABC,BOM-3,57.29203,7.87887,67.13,,Human,TL-021,SUP-02,9SZ***********78G,WO-96458,False,Torque Out of Spec,0.9727,Morning,75.8706,Morning
783,GA-1,STN-05,2026-03-10 12:31:00,139-DEF,BOM-1,58.2802,11.3597,59.78,UNKNOWN,HUMAN,TL-013,sup-09,DJJ***********XNZ,WO-52845,False,Leak Detected,0.9878,Morning,75.34718888888888,Morning
795,GA-1,STN-05,2026-03-10 12:37:00,642-ABC,BOM-1,40.84929,10.23717,65.14,,Automated,TL-006,SUP-01,CGA***********WBD,WO-27120,False,Visual Defect,0.9939,Morning,85.57479,Morning
803,GA-1,STN-05,2026-03-10 12:41:00,115-DEF,BOM-2,53.411269999999995,10.74424,63.26,REJECT,human,TL-004,sup-02,PC7***********M1Z,WO-33719,False,Leak Detected,1.0331,Morning,88.50223333333334,Morning
853,GA-1,STN-05,2026-03-10 13:06:00,740-GHI,BOM-1,54.82155,9.95841,70.35,REJECT,AUTO,TL-021,SUP-02,P1Y***********LAP,WO-48596,False,Leak Detected,1.0059,Morning,88.92156000000001,Morning
