Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier
4051, Ga-1 , STN-02 ,2026-03-11 15:45,878ABC,BOM-3,54.9Nm,80.8C,10.6 bar,71.6,na,automated,TL-017,sup-01
4052,ga-1,stn-02,2026/03/11 15:45,952ghi,BOM-1,49.6,85.1,11.6 bar,60.72,None,human,TL-022,sup-09
4053,ga-2,stn-03,11-03-2026 15:46,648def,BOM-3,49.2 Nm,92.9C,,61.96,REP,human,TL-016,SUP-01
4054,GA-2, STN-02 ,2026-03-11 15:46,576abc,BOM-3,58.9,224.1F,137.9psi,75.15,Repair,HUMAN,TL-010,SUP-01
4055,GA-2,STN-02,2026-03-11 15:47,833GHI,BOM-2,48.5,84.1,10.8 bar,34.55,REP,Automated,TL-022,sup-01
4056, Ga-2 , STN-03 ,2026-03-11 15:47,978-abc,BOM-2,,73.4,10.0 bar,63.59,na,Human,TL-014,SUP-02
4057,ga-2,stn-05,11-03-2026 15:48,125ghi,BOM-2,48.1,68.0C,115.2psi,52.34,Reject,HUMAN,TL-004,sup-01
4058,GA-2,stn-04,2026-03-11 15:48,378-abc,BOM-1,40.7 Nm,159.7F,9.3 bar,57.93,,automated,TL-010,SUP-02
4059,GA-2,stn-01,2026-03-11 15:49,400-ABC,BOM-3,43.9 Nm,72.3 c,,61.13,na,Automated,TL-021,sup-02
4060,ga-2, STN-06 ,2026-03-11 15:49,607ghi,BOM-2,52.0Nm,51.0,,53.25,OK,AUTO,TL-011,SUP-01
4061, Ga-2 ,STN-02,11-03-2026 15:50,365def,BOM-2,53.5Nm,73.2,142.2psi,62.29,None,automated,TL-014,sup-01
4062,ga-1,STN-06,2026-03-11 15:50,379-ghi,BOM-3,,87.2C,12.3 bar,63.85,REJ,Human,TL-002,sup-09
4063, Ga-2 ,STN-07,2026-03-11 15:51,121abc,BOM-1,55.7Nm,177.4F,140.5psi,62.03,na,HUMAN,TL-016,SUP-02
4064,GA-1,stn-05,2026/03/11 15:51,103def,BOM-2,52.0,77.4C,107.6psi,61.11,,human,TL-008,SUP-09
4065, Ga-1 ,stn-04,2026/03/11 15:52,504ghi,BOM-2,46.1 Nm,63.8C,10.1 bar,58.82,Reject,human,TL-003,sup-09
4066, Ga-1 ,stn-01,2026-03-11 15:52,996-ABC,BOM-1,53.0Nm,90.5,12.6 bar,59.02,REP,HUMAN,TL-023,sup-01
4067, Ga-1 ,stn-05,2026/03/11 15:53,365-GHI,BOM-1,50.8 Nm,85.1 c,9.7 bar,60.79,OK,HUMAN,TL-010,sup-01
4068,ga-1,stn-04,2026-03-11 15:53,315-def,BOM-2,47.1,79.9 c,9.3 bar,50.58,Repair,HUMAN,TL-020,sup-01
4069,GA-1,stn-06,,337-GHI,BOM-1,52.4Nm,58.0,9.5 bar,72.7,REJ,AUTO,TL-017,SUP-09
4070, Ga-2 ,stn-06,11-03-2026 15:54,974def,BOM-2,50.4 Nm,167.2F,157.7psi,59.09,REJ,AUTO,TL-022,sup-01
4071,GA-1,STN-01,11-03-2026 15:55,696-DEF,BOM-1,47.0 Nm,84.3 c,9.5 bar,55.97,OK,Automated,TL-011,sup-09
4072, Ga-2 , STN-03 ,11-03-2026 15:55,687-def,BOM-1,49.1 Nm,79.7C,,63.96,REP,Automated,TL-018,SUP-01
4073,ga-2, STN-05 ,2026-03-11 15:56,270def,BOM-3,57.1 Nm,81.9 c,130.4psi,58.85,REJ,Automated,TL-023,SUP-01
4074,ga-1,STN-02,2026/03/11 15:56,912ABC,BOM-1,56.9 Nm,86.9C,9.9 bar,72.43,REJ,Automated,TL-016,sup-09
4075,GA-2,stn-07,2026/03/11 15:57,276DEF,BOM-1,50.9Nm,81.5,10.8 bar,68.95,OK,AUTO,TL-016,sup-01
4076,ga-1,STN-03,2026/03/11 15:57,969-def,BOM-1,50.3Nm,86.5C,9.1 bar,60.93,Reject,HUMAN,TL-022,sup-01
4077,GA-2,stn-03,2026/03/11 15:58,956DEF,BOM-2,42.8 Nm,71.6C,138.6psi,69.39,REJ,automated,TL-009,SUP-01
4078,ga-1, STN-04 ,2026/03/11 15:58,610GHI,BOM-2,58.6,67.8,10.1 bar,62.35,REP,human,TL-013,sup-09
4079,GA-1,stn-07,11-03-2026 15:59,880-ghi,BOM-2,55.2Nm,84.8,,48.46,OK,automated,TL-018,sup-02
4080, Ga-1 , STN-05 ,2026-03-11 15:70,998ghi,BOM-2,53.8Nm,86.8C,9.9 bar,68.9,Repair,AUTO,TL-022,
4081, Ga-1 ,STN-06,2026-03-11 16:00,621-abc,BOM-2,38.6 Nm,85.2 c,10.7 bar,41.0,REJ,Automated,TL-020,sup-02
4082, Ga-1 , STN-05 ,2026-03-11 16:00,789ghi,BOM-3,50.2,81.3,8.2 bar,24.83,Reject,Automated,TL-010,sup-09
4083, Ga-2 ,stn-02,2026-03-11 16:01,630-def,BOM-3,49.4Nm,170.2F,10.5 bar,66.98,,Automated,TL-019,sup-02
4084,ga-1,STN-06,2026/03/11 16:01,570DEF,BOM-1,53.4Nm,82.1C,8.4 bar,64.44,Repair,human,TL-015,sup-09
4085, Ga-2 , STN-07 ,2026/03/11 16:70,400GHI,BOM-1,47.7,83.8C,8.4 bar,63.77,Repair,AUTO,TL-011,sup-09
4086,ga-1,stn-01,2026-03-11 16:02,688-DEF,BOM-3,48.8Nm,84.4 c,9.0 bar,73.9,OK,automated,TL-012,SUP-02
4087,GA-2, STN-06 ,2026-03-11 16:03,340ghi,BOM-1,53.1 Nm,106.1,12.0 bar,59.75,None,automated,TL-019,SUP-09
4088,GA-1,stn-02,2026-03-11 16:03,274ABC,BOM-2,46.1,70.8,7.4 bar,56.22,OK,Human,TL-001,sup-09
4089,ga-1,stn-02,2026-03-11 16:04,347ABC,BOM-2,47.1,112.3C,9.3 bar,67.97,REP,automated,TL-023,sup-02
4090,ga-1, STN-06 ,11-03-2026 16:04,109ghi,BOM-1,51.0Nm,67.4 c,10.0 bar,52.86,Repair,automated,TL-005,SUP-01
4091,ga-2,STN-06,,939abc,BOM-3,56.7,182.9F,11.8 bar,57.62,Repair,Human,TL-017,sup-09
4092, Ga-2 ,STN-05,2026-03-11 16:05,330-def,BOM-3,54.0Nm,68.1 c,12.9 bar,62.53,OK,AUTO,TL-023,sup-09
4093,ga-1,STN-05,11-03-2026 16:06,819ABC,BOM-3,55.4 Nm,181.5F,9.4 bar,63.33,REP,automated,TL-006,sup-09
4094,GA-1, STN-01 ,2026-03-11 16:06,491-GHI,BOM-3,,89.8,10.8 bar,56.67,OK,AUTO,TL-015,sup-01
4095,ga-2, STN-01 ,,405-abc,BOM-3,57.5,80.3,9.9 bar,55.1,REP,AUTO,TL-013,SUP-09
4096,ga-1, STN-04 ,2026-03-11 16:07,305-def,BOM-2,41.3 Nm,89.7,,48.8,None,Automated,TL-002,SUP-01
4097, Ga-2 , STN-06 ,2026-03-11 16:08,837GHI,BOM-3,60.1,168.4F,150.9psi,52.13,REP,HUMAN,TL-016,sup-01
4098, Ga-2 ,stn-04,2026/03/11 16:08,562-ABC,BOM-1,60.8,59.5,7.6 bar,78.19,None,automated,TL-024,SUP-02
4099,ga-2,stn-06,11-03-2026 16:09,504-abc,BOM-1,52.3,86.3 c,144.0psi,57.34,Reject,AUTO,TL-022,sup-09
4100,GA-2,stn-07,2026-03-11 16:09,691-DEF,BOM-1,,80.3C,10.7 bar,61.89,na,human,TL-023,SUP-01
4101,GA-1,stn-07,11-03-2026 16:10,821GHI,BOM-1,49.8Nm,167.4F,126.3psi,45.09,None,HUMAN,TL-012,sup-01
4102,GA-2,stn-05,11-03-2026 16:10,689ABC,BOM-2,49.0Nm,75.9 c,10.7 bar,85.63,REJ,Human,TL-018,SUP-02
4103,GA-1, STN-07 ,11-03-2026 16:11,520-def,BOM-3,46.9 Nm,84.1C,7.4 bar,51.39,REJ,automated,TL-006,sup-09
4104,GA-1,STN-04,2026-03-11 16:11,903-def,BOM-3,49.8,71.9,10.1 bar,48.25,Reject,human,TL-007,sup-09
4105,GA-1,STN-02,2026/03/11 16:12,905-abc,BOM-1,52.8,83.8 c,174.2psi,59.39,OK,Human,TL-023,sup-09
4106,GA-1,STN-04,2026/03/11 16:70,968-ABC,BOM-2,52.1Nm,91.9,9.7 bar,51.08,REP,AUTO,TL-008,SUP-01
4107,ga-2,STN-05,2026-03-11 16:13,181-GHI,BOM-3,59.9 Nm,100.6,8.5 bar,63.65,,human,TL-018,SUP-01
4108,ga-2,stn-01,11-03-2026 16:13,,BOM-1,50.5 Nm,94.0,7.9 bar,44.88,Reject,AUTO,TL-021,SUP-02
4109, Ga-2 ,stn-05,11-03-2026 16:14,273-ABC,BOM-1,42.6Nm,81.6 c,153.5psi,71.37,REJ,human,TL-016,sup-09
4110,GA-1,STN-03,2026/03/11 16:14,657-GHI,BOM-2,58.2,180.6F,11.4 bar,69.4,None,Human,TL-002,SUP-02
4111,ga-2, STN-06 ,11-03-2026 16:15,691-GHI,BOM-1,,168.8F,,58.81,REJ,automated,TL-023,SUP-01
4112,ga-1,stn-02,2026/03/11 16:15,284-GHI,BOM-2,47.2 Nm,75.3 c,9.3 bar,43.44,REP,Automated,TL-006,SUP-01
4113,ga-2, STN-07 ,11-03-2026 16:16,107-ABC,BOM-2,,191.7F,7.1 bar,51.88,OK,AUTO,TL-024,sup-01
4114,ga-2, STN-04 ,2026/03/11 16:16,,BOM-1,52.1,76.9 c,10.2 bar,60.63,Repair,automated,TL-004,SUP-02
4115,GA-1, STN-01 ,2026/03/11 16:17,901-abc,BOM-1,42.8 Nm,83.7,130.0psi,47.89,REP,human,TL-009,sup-02
4116,ga-1,stn-06,2026/03/11 16:17,257ghi,BOM-3,46.3Nm,70.4,9.1 bar,49.52,Repair,HUMAN,TL-018,sup-01
4117, Ga-1 ,STN-06,11-03-2026 16:18,640ghi,BOM-1,42.6Nm,200.7F,12.4 bar,70.49,Reject,automated,TL-002,sup-01
4118,ga-2,STN-06,2026/03/11 16:18,236-GHI,BOM-2,53.1 Nm,76.8,105.8psi,61.55,REJ,automated,TL-010,sup-01
4119,ga-2,STN-03,2026/03/11 16:19,609-abc,BOM-2,55.9,90.9 c,7.5 bar,61.23,OK,human,TL-022,sup-02
4120,ga-2, STN-06 ,2026/03/11 16:19,385DEF,BOM-3,43.9 Nm,73.0 c,10.3 bar,65.27,Repair,Automated,TL-022,SUP-02
4121, Ga-2 , STN-05 ,2026-03-11 16:20,775ABC,BOM-3,55.0,72.4,136.6psi,58.36,REP,HUMAN,TL-014,SUP-09
4122,GA-1,stn-04,2026-03-11 16:20,,BOM-1,54.7 Nm,93.3C,133.7psi,59.4,Repair,automated,TL-020,SUP-01
4123,ga-1,STN-07,2026/03/11 16:21,547ABC,BOM-3,,73.7 c,150.9psi,64.56,Repair,automated,TL-020,SUP-02
4124,ga-2,stn-03,,712-def,BOM-1,40.1,64.3C,10.4 bar,68.09,Repair,HUMAN,TL-024,sup-02
4125,GA-2, STN-01 ,2026-03-11 16:22,527DEF,BOM-3,44.6,157.3F,8.5 bar,64.98,Repair,Human,TL-011,sup-01
4126, Ga-1 , STN-01 ,11-03-2026 16:22,111-abc,BOM-2,47.0 Nm,88.6C,132.1psi,74.6,REJ,Automated,TL-008,SUP-01
4127, Ga-2 , STN-07 ,11-03-2026 16:23,635def,BOM-1,57.7,189.7F,10.1 bar,60.25,REJ,Automated,TL-022,SUP-01
4128,ga-2,stn-05,2026/03/11 16:23,799DEF,BOM-2,49.4Nm,72.4 c,148.6psi,46.53,Repair,Automated,TL-012,SUP-09
4129,GA-2, STN-06 ,11-03-2026 16:24,540abc,BOM-3,45.0 Nm,73.7,10.7 bar,70.88,REP,human,TL-015,SUP-02
4130,ga-1, STN-05 ,2026-03-11 16:24,257ABC,BOM-2,50.7Nm,86.7,9.1 bar,57.55,Reject,AUTO,TL-016,SUP-01
4131,GA-1,stn-06,2026-03-11 16:25,107def,BOM-1,43.5Nm,93.2,10.5 bar,52.31,Reject,Automated,TL-020,SUP-02
4132,GA-1,STN-06,2026/03/11 16:25,366def,BOM-3,52.6 Nm,79.3 c,11.4 bar,67.12,na,Automated,TL-024,sup-09
4133,ga-1,STN-07,11-03-2026 16:26,790-ghi,BOM-3,45.1,85.5 c,,63.71,None,Human,TL-009,sup-02
4134,ga-1,stn-04,2026/03/11 16:26,389abc,BOM-2,45.8 Nm,88.7,9.8 bar,47.21,OK,human,TL-009,sup-09
4135,ga-2,stn-02,2026/03/11 16:27,959-ABC,BOM-2,51.9 Nm,101.5C,139.9psi,66.71,,automated,TL-022,SUP-09
4136, Ga-2 ,stn-01,2026/03/11 16:27,398-GHI,BOM-3,58.8 Nm,68.4,9.1 bar,78.74,,human,TL-008,sup-01
4137, Ga-1 ,STN-02,2026-03-11 16:28,484-abc,BOM-2,61.0 Nm,164.0F,8.6 bar,63.24,Reject,automated,TL-016,sup-01
4138,GA-2,stn-04,2026-03-11 16:28,783def,BOM-1,44.8Nm,166.9F,9.6 bar,57.44,,automated,TL-016,sup-02
4139,GA-1,stn-01,2026-03-11 16:29,651abc,BOM-3,47.0,88.3C,10.7 bar,43.31,Repair,Human,TL-011,sup-09
4140, Ga-1 ,STN-03,2026-03-11 16:29,,BOM-2,,77.5C,8.7 bar,80.51,REJ,Automated,TL-016,sup-02
4141, Ga-2 ,STN-02,2026/03/11 16:30,168ABC,BOM-3,55.8 Nm,,9.9 bar,54.83,Repair,Automated,TL-018,
4142, Ga-1 , STN-05 ,2026-03-11 16:30,,BOM-2,39.2 Nm,81.2,140.8psi,45.92,OK,Human,TL-005,SUP-01
4143, Ga-2 , STN-03 ,2026/03/11 16:31,883-ghi,BOM-3,50.4 Nm,176.0F,12.7 bar,61.11,Repair,AUTO,TL-005,sup-02
4144,GA-1, STN-05 ,2026/03/11 16:31,120def,BOM-2,47.6Nm,81.1,160.7psi,70.08,Repair,human,TL-011,SUP-01
4145,ga-1,STN-07,,164-ghi,BOM-1,40.4 Nm,90.3C,160.4psi,72.36,REP,Automated,TL-021,sup-09
4146,ga-2,stn-06,2026/03/11 16:32,799-ghi,BOM-1,43.3,70.3,165.0psi,53.28,REP,automated,TL-010,sup-01
4147, Ga-1 , STN-01 ,2026/03/11 16:33,659-DEF,BOM-2,47.2,78.5C,9.2 bar,59.01,Repair,AUTO,TL-012,SUP-01
4148, Ga-1 ,STN-01,2026/03/11 16:33,984DEF,BOM-3,50.3,67.8C,174.9psi,60.0,,Human,TL-011,sup-01
4149,ga-1,STN-06,2026-03-11 16:34,297ghi,BOM-1,55.0,,10.2 bar,69.77,REP,HUMAN,TL-019,sup-01
4150, Ga-1 ,stn-03,2026/03/11 16:34,692DEF,BOM-1,51.8Nm,,9.9 bar,65.93,Reject,human,TL-004,sup-09
4151,ga-2,stn-06,2026/03/11 16:35,220ghi,BOM-1,54.7,90.7,118.6psi,62.71,REJ,AUTO,TL-015,
4152, Ga-1 ,STN-02,2026-03-11 16:35,630-ghi,BOM-3,,80.0 c,136.3psi,69.15,OK,Automated,TL-016,sup-09
4153,ga-1, STN-05 ,2026-03-11 16:36,195ghi,BOM-2,46.5 Nm,168.0F,,46.38,None,Automated,TL-005,sup-09
4154, Ga-2 ,STN-01,2026/03/11 16:36,916-abc,BOM-3,49.1 Nm,171.6F,9.6 bar,64.21,None,Human,TL-005,sup-09
4155, Ga-1 ,stn-01,11-03-2026 16:37,473-ABC,BOM-2,53.5,97.2 c,9.1 bar,62.22,na,HUMAN,TL-017,sup-02
4156, Ga-1 , STN-06 ,2026/03/11 16:37,329-ghi,BOM-2,55.2 Nm,64.3C,9.4 bar,59.5,REJ,Human,TL-001,sup-01
4157, Ga-1 ,stn-02,2026/03/11 16:38,985DEF,BOM-2,49.3 Nm,73.7 c,7.9 bar,57.5,na,Automated,TL-006,SUP-01
4158,GA-2,STN-04,2026/03/11 16:38,159-ghi,BOM-1,45.4Nm,80.4 c,11.1 bar,61.34,REJ,HUMAN,TL-012,sup-01
4159,GA-1,STN-07,11-03-2026 16:39,819-ABC,BOM-2,,73.6 c,157.9psi,54.3,REJ,HUMAN,TL-001,
4160, Ga-2 ,STN-07,11-03-2026 16:39,558-ghi,BOM-2,52.4 Nm,184.8F,12.5 bar,87.27,OK,Automated,TL-001,sup-09
4161,GA-1, STN-05 ,11-03-2026 16:40,718-ghi,BOM-3,56.2 Nm,79.4,12.5 bar,73.59,Repair,Human,TL-016,sup-02
4162, Ga-2 ,stn-03,2026/03/11 16:40,334GHI,BOM-1,46.6 Nm,82.6C,10.2 bar,70.93,REP,Human,TL-016,
4163,GA-1, STN-06 ,2026-03-11 16:41,892-ABC,BOM-2,46.7Nm,81.2,11.5 bar,54.7,,HUMAN,TL-023,sup-09
4164,ga-2, STN-05 ,,505-ghi,BOM-3,,79.0C,10.4 bar,50.43,REJ,Human,TL-015,sup-02
4165,GA-1, STN-06 ,2026-03-11 16:42,476-abc,BOM-3,48.0Nm,67.1 c,9.4 bar,57.88,Reject,human,TL-003,SUP-01
4166,GA-2,STN-04,11-03-2026 16:42,510ghi,BOM-1,47.8 Nm,81.8,9.6 bar,61.14,Reject,automated,TL-014,sup-02
4167,GA-1,STN-04,2026-03-11 16:43,366-GHI,BOM-3,56.3,144.3F,158.9psi,45.52,OK,HUMAN,TL-001,SUP-09
4168, Ga-1 , STN-01 ,2026/03/11 16:43,386-GHI,BOM-2,43.1Nm,73.3 c,233.9psi,64.8,REP,Automated,TL-003,SUP-01
4169, Ga-2 ,STN-03,2026/03/11 16:44,225-def,BOM-3,60.3 Nm,84.9,170.4psi,70.82,OK,Automated,TL-006,sup-09
4170,GA-2,STN-05,2026/03/11 16:44,537-ghi,BOM-2,46.9Nm,91.9 c,10.4 bar,37.64,Reject,AUTO,TL-003,sup-02
4171, Ga-2 , STN-01 ,2026/03/11 16:45,526-ABC,BOM-2,54.3 Nm,103.5,10.7 bar,51.0,Reject,automated,TL-024,SUP-01
4172,ga-1,stn-04,11-03-2026 16:45,441-GHI,BOM-1,49.5 Nm,75.7 c,10.7 bar,72.28,None,Automated,TL-016,sup-09
4173,GA-1,STN-04,11-03-2026 16:46,986-def,BOM-3,51.4 Nm,71.3,9.9 bar,63.74,REP,AUTO,TL-015,SUP-02
4174,ga-1, STN-03 ,2026/03/11 16:46,201-GHI,BOM-2,48.7 Nm,85.2 c,11.1 bar,51.34,REJ,AUTO,TL-001,sup-01
4175, Ga-1 ,STN-07,2026/03/11 16:47,,BOM-2,54.3 Nm,98.7 c,9.8 bar,67.35,None,AUTO,TL-004,SUP-02
4176,ga-2, STN-06 ,2026-03-11 16:47,879ABC,BOM-3,48.3,95.3 c,8.5 bar,54.06,REP,Automated,TL-003,sup-01
4177,ga-2, STN-03 ,11-03-2026 16:48,120-def,BOM-3,47.1 Nm,69.6C,10.7 bar,57.64,,Automated,TL-015,SUP-02
4178, Ga-1 , STN-04 ,2026/03/11 16:48,730DEF,BOM-1,59.1,78.6,10.9 bar,48.61,Reject,human,TL-019,SUP-02
4179,GA-2,STN-01,2026-03-11 16:49,288ghi,BOM-3,50.1Nm,191.3F,141.8psi,60.17,na,Automated,TL-015,SUP-01
4180,GA-2,stn-03,11-03-2026 16:49,137GHI,BOM-1,46.6Nm,89.2 c,10.5 bar,70.18,REP,AUTO,TL-005,SUP-01
4181, Ga-1 ,STN-06,11-03-2026 16:50,874-abc,BOM-2,42.5Nm,85.9,11.4 bar,55.22,None,AUTO,TL-007,sup-02
4182,GA-2,stn-07,2026/03/11 16:50,204GHI,BOM-2,59.3 Nm,75.5 c,143.9psi,66.45,REP,automated,TL-012,sup-09
4183, Ga-2 ,STN-03,11-03-2026 16:51,368def,BOM-3,47.2 Nm,85.8,,59.5,na,Automated,TL-011,SUP-02
4184,ga-1, STN-06 ,2026-03-11 16:51,186ABC,BOM-2,60.3 Nm,192.7F,8.9 bar,70.79,na,AUTO,TL-003,
4185,ga-2,STN-05,2026/03/11 16:52,227ghi,BOM-2,52.0Nm,70.7 c,9.6 bar,55.37,Reject,human,TL-011,sup-01
4186,GA-1,stn-02,2026-03-11 16:52,155-DEF,BOM-2,50.7,93.3 c,12.3 bar,75.55,REP,Human,TL-006,SUP-01
4187, Ga-1 , STN-05 ,,857-ABC,BOM-2,50.8 Nm,89.9C,9.7 bar,66.82,REP,automated,TL-005,sup-09
4188, Ga-1 , STN-03 ,,153DEF,BOM-1,61.1 Nm,72.6 c,10.5 bar,62.44,Reject,Automated,TL-022,SUP-02
4189,ga-2,stn-05,11-03-2026 16:54,782DEF,BOM-1,39.0Nm,89.2 c,137.9psi,62.81,na,automated,TL-003,SUP-02
4190,ga-1, STN-04 ,2026/03/11 16:54,241-DEF,BOM-2,51.1,,9.4 bar,55.35,na,automated,TL-019,SUP-02
4191,GA-1,STN-06,2026-03-11 16:55,,BOM-1,48.7Nm,88.5C,8.7 bar,54.71,Repair,Human,TL-002,SUP-09
4192, Ga-2 , STN-05 ,2026/03/11 16:55,862ghi,BOM-1,48.9,95.8 c,10.2 bar,62.62,Repair,automated,TL-005,sup-09
4193,ga-1,stn-07,2026-03-11 16:56,665def,BOM-1,50.7,79.9,9.2 bar,48.01,Reject,human,TL-022,SUP-02
4194, Ga-1 , STN-03 ,2026/03/11 16:56,844ghi,BOM-1,48.7 Nm,83.3C,11.9 bar,53.98,Reject,automated,TL-006,sup-09
4195,GA-1,stn-06,11-03-2026 16:57,368def,BOM-2,50.9Nm,128.5F,9.8 bar,50.63,Reject,automated,TL-002,SUP-01
4196,ga-2,STN-01,11-03-2026 16:57,804ghi,BOM-2,49.9Nm,91.2 c,,65.72,REJ,Human,TL-012,SUP-02
4197, Ga-2 ,STN-01,2026/03/11 16:58,299ABC,BOM-2,43.4Nm,90.2,9.7 bar,65.87,Reject,automated,TL-006,sup-01
4198,ga-1,stn-02,2026-03-11 16:58,,BOM-2,51.9Nm,93.6,153.1psi,72.68,na,Automated,TL-016,sup-09
4199,GA-1,stn-05,,926def,BOM-2,53.6,70.6 c,,56.65,None,Automated,TL-014,SUP-01
4200, Ga-1 ,stn-01,2026/03/11 16:59,750-ABC,BOM-2,47.3 Nm,89.6,8.4 bar,51.92,REJ,human,TL-014,SUP-02
4201, Ga-2 , STN-05 ,11-03-2026 17:00,342GHI,BOM-2,59.3 Nm,90.2,10.4 bar,45.31,REJ,human,TL-001,sup-09
4202, Ga-1 ,stn-02,2026-03-11 17:00,,BOM-1,56.7,73.5,7.6 bar,62.71,None,AUTO,TL-007,sup-09
4203,GA-1, STN-01 ,2026/03/11 17:01,894ABC,BOM-3,54.2,90.6 c,11.8 bar,73.97,Repair,human,TL-001,SUP-02
4204,ga-2,STN-04,,899-ghi,BOM-3,54.2 Nm,84.6,,59.25,REP,AUTO,TL-023,sup-09
4205, Ga-2 ,STN-04,2026-03-11 17:02,764abc,BOM-1,50.2Nm,63.0,7.8 bar,60.27,Reject,Automated,TL-003,
4206,ga-2,stn-02,11-03-2026 17:02,758-ABC,BOM-1,55.7Nm,85.8,8.1 bar,59.94,REP,human,TL-021,sup-01
4207,ga-1,stn-02,2026-03-11 17:03,805-def,BOM-3,57.9Nm,162.2F,11.2 bar,62.54,REJ,Automated,TL-021,sup-02
4208,ga-2, STN-03 ,11-03-2026 17:03,762ABC,BOM-1,54.0,145.8F,7.5 bar,69.97,REP,Automated,TL-016,sup-02
4209, Ga-1 ,STN-07,2026-03-11 17:04,220-abc,BOM-3,47.1 Nm,83.7 c,10.4 bar,79.19,Reject,Human,TL-020,sup-01
4210, Ga-1 ,STN-04,11-03-2026 17:04,822-def,BOM-3,49.8,79.3C,9.4 bar,64.98,Reject,human,TL-022,SUP-02
4211, Ga-1 ,STN-01,2026-03-11 17:05,261-def,BOM-2,52.9 Nm,94.0,140.8psi,65.64,REJ,automated,TL-022,sup-02
4212,GA-2, STN-07 ,2026/03/11 17:05,600-DEF,BOM-3,54.2 Nm,179.3F,9.0 bar,57.61,REP,human,TL-008,SUP-01
4213,ga-2, STN-07 ,11-03-2026 17:06,405ABC,BOM-2,49.6 Nm,190.0F,8.6 bar,58.92,None,human,TL-019,sup-09
4214,ga-2,STN-04,2026/03/11 17:06,291ghi,BOM-3,47.2Nm,,9.3 bar,58.79,Reject,Human,TL-008,sup-09
4215,ga-2,stn-06,2026-03-11 17:07,353-abc,BOM-1,57.9Nm,194.4F,10.9 bar,56.34,Reject,AUTO,TL-004,SUP-02
4216,ga-1,STN-04,2026/03/11 17:07,176DEF,BOM-2,44.6 Nm,71.1C,,61.28,REJ,automated,TL-008,SUP-01
4217,ga-2,stn-07,2026/03/11 17:08,495abc,BOM-3,45.3 Nm,82.0 c,10.6 bar,66.25,Reject,Automated,TL-023,SUP-09
4218,GA-2, STN-02 ,2026/03/11 17:08,476-ABC,BOM-1,43.4Nm,173.5F,9.6 bar,60.64,,Automated,TL-004,sup-09
4219, Ga-2 ,stn-05,11-03-2026 17:09,462-ghi,BOM-3,45.3Nm,86.5,10.9 bar,57.19,REJ,automated,TL-014,sup-02
4220,GA-2, STN-04 ,2026/03/11 17:09,182-ABC,BOM-3,56.2 Nm,82.6,10.6 bar,61.26,OK,Automated,TL-004,SUP-09
4221, Ga-1 ,stn-03,2026/03/11 17:10,645def,BOM-3,56.4,164.9F,133.2psi,50.4,None,HUMAN,TL-012,
4222,GA-2,stn-05,2026/03/11 17:10,252-ghi,BOM-2,49.6 Nm,76.6C,8.6 bar,68.03,REJ,Human,TL-022,sup-01
4223, Ga-1 , STN-01 ,2026/03/11 17:11,869ghi,BOM-1,52.5 Nm,96.5 c,11.4 bar,55.87,REP,human,TL-023,SUP-01
4224, Ga-1 ,STN-07,2026/03/11 17:11,121def,BOM-3,49.9Nm,63.1,8.8 bar,48.45,None,HUMAN,TL-021,SUP-01
4225,GA-1,stn-05,2026-03-11 17:12,149DEF,BOM-3,44.0 Nm,87.1,10.8 bar,64.62,None,Human,TL-021,sup-02
4226, Ga-1 ,stn-03,2026/03/11 17:12,369abc,BOM-2,61.1Nm,92.4 c,10.0 bar,65.11,REJ,Human,TL-014,SUP-01
4227, Ga-1 ,stn-01,2026/03/11 17:13,466def,BOM-2,56.9 Nm,85.8,134.9psi,51.4,REJ,human,TL-001,sup-09
4228,ga-1, STN-04 ,,972-abc,BOM-2,51.8,211.5F,10.6 bar,66.24,REP,HUMAN,TL-016,sup-02
4229, Ga-2 ,stn-05,2026-03-11 17:14,572abc,BOM-3,45.7,89.4C,12.1 bar,66.34,REJ,automated,TL-011,SUP-01
4230,GA-1,STN-05,11-03-2026 17:14,,BOM-1,48.9Nm,,,79.75,Reject,automated,TL-006,SUP-02
4231, Ga-1 , STN-07 ,11-03-2026 17:15,853-def,BOM-2,,167.6F,10.2 bar,57.65,Repair,AUTO,TL-017,sup-01
4232,GA-1, STN-07 ,2026/03/11 17:15,316-GHI,BOM-1,50.5 Nm,,180.3psi,59.46,Reject,HUMAN,TL-001,SUP-02
4233,GA-2,stn-03,2026/03/11 17:16,906ghi,BOM-3,51.5,188.3F,7.5 bar,53.93,REJ,Automated,TL-004,sup-02
4234,GA-2,STN-06,2026/03/11 17:16,462-ghi,BOM-3,48.3Nm,176.1F,120.8psi,64.94,REJ,Automated,TL-011,sup-02
4235, Ga-1 ,stn-01,2026/03/11 17:17,381-GHI,BOM-3,42.7 Nm,162.6F,9.3 bar,59.95,REP,HUMAN,TL-005,SUP-01
4236,ga-2,stn-07,11-03-2026 17:17,370-ABC,BOM-3,60.7,68.0C,12.1 bar,69.88,Repair,human,TL-017,SUP-02
4237,GA-1,stn-05,11-03-2026 17:18,108-ghi,BOM-1,51.2 Nm,81.9 c,11.4 bar,55.66,,HUMAN,TL-020,SUP-09
