Event_ID,Line,Station,TS,Part_No,BOM_Version,Cycle_Time,Defect,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Temp_C,Shift_Derived,Torque_Nm,Pressure_Bar,Torque_Anomaly,Temp_Anomaly,Pressure_Anomaly,Cycle_Anomaly,Tool_ID_Clean,Tool_Type,Calibration_Status,Effective_Date
2909,GA-2,STN-04,2026-03-11 06:14:00,498-DEF,BOM-3,58.93,,SUP-09,LCY***********GAG,WO-93312,False,Unknown,1.0102,91.1986111111111,Morning,44.4488,7.821774983107875,False,False,False,False,TL-003,Torque Wrench,Valid,2026-06-01
2943,GA-1,STN-04,2026-03-11 06:31:00,844-GHI,BOM-3,68.01,,SUP-09,1U6***********9K9,WO-12742,False,Torque Out Of Spec,0.9926,62.23602,Morning,49.72926,11.216380000000001,False,False,False,False,TL-007,Torque Wrench,Valid,2026-06-01
2960,GA-1,STN-04,2026-03-11 06:39:00,474-DEF,BOM-1,73.93,REPAIR,SUP-01,LSY***********2LW,WO-28347,False,Leak Detected,1.0054,93.89318888888889,Morning,60.12292,,False,False,False,False,TL-011,Torque Wrench,Valid,2025-01-01
2997,GA-1,STN-04,2026-03-11 06:58:00,546-GHI,BOM-3,52.78,OK,SUP-01,LEW***********84G,WO-77324,False,Unknown,1.0589,81.32351999999999,Morning,46.48571,11.11845,False,False,False,False,TL-009,Torque Wrench,Valid,2026-06-01
3025,GA-1,STN-04,2026-03-11 07:12:00,838-GHI,BOM-3,72.74,REPAIR,SUP-09,WHX***********YGF,WO-98271,False,Leak Detected,0.9913,83.86398,Morning,48.67283,,False,False,False,False,TL-020,Torque Wrench,Valid,2026-06-01
3028,GA-1,STN-04,2026-03-11 07:13:00,128-ABC,BOM-3,71.22,,SUP-02,NCD***********MJU,WO-86922,False,Leak Detected,0.9895,64.9112,Morning,42.7464,8.664384506129428,False,False,False,False,TL-016,Torque Wrench,Valid,2026-06-01
3037,GA-2,STN-04,2026-03-11 07:18:00,222-DEF,BOM-1,61.52,REPAIR,SUP-09,WWE***********5UN,WO-11646,False,Torque Out Of Spec,0.9967,70.87644444444445,Morning,50.53269,9.767660000000001,False,False,False,False,TL-013,Torque Wrench,Valid,2025-01-01
3089,GA-2,STN-04,2026-03-11 07:44:00,212-ABC,BOM-2,57.84,REJECT,SUP-01,T36***********ZJ7,WO-99900,False,Visual Defect,0.9682,74.26094,Morning,49.18456,10.507224313628154,False,False,False,False,TL-008,Torque Wrench,Valid,2026-01-01
3170,GA-2,STN-04,2026-03-11 08:24:00,699-DEF,BOM-3,61.08,OK,SUP-01,ZB0***********HT7,WO-80142,False,Visual Defect,0.9681,88.0971,Morning,42.69321,9.293759999999999,False,False,False,False,TL-012,Torque Wrench,Valid,2026-06-01
3199,GA-1,STN-04,2026-03-11 08:39:00,290-ABC,BOM-1,72.56,REJECT,SUP-09,ZFC***********ZM0,WO-69041,False,Torque Out Of Spec,0.9991,87.42125,Morning,55.05041,8.775999393262456,False,False,False,False,TL-012,Torque Wrench,Valid,2025-01-01
3202,GA-1,STN-04,2026-03-11 08:40:00,354-DEF,BOM-3,70.5,REJECT,SUP-09,F61***********W84,WO-89991,False,Leak Detected,0.9989,70.31146111111111,Morning,55.73862,9.28977,False,False,False,False,TL-013,Torque Wrench,Valid,2026-06-01
3230,GA-1,STN-04,2026-03-11 08:54:00,970-ABC,BOM-1,87.36,UNKNOWN,SUP-02,H6B***********Z8J,WO-28462,False,Temperature High,0.9922,68.16414,Morning,42.36694,10.418099999999999,False,False,False,False,TL-008,Torque Wrench,Valid,2025-01-01
3189,GA-1,STN-04,2026-03-11 09:10:00,,BOM-3,57.66,REJECT,SUP-01,SPG***********PH4,WO-20449,False,Temperature High,1.0003,79.72391,Morning,48.21446,10.80324,False,False,False,False,TL-002,Torque Wrench,Valid,2026-06-01
3298,GA-2,STN-04,2026-03-11 09:28:00,939-DEF,BOM-3,68.87,UNKNOWN,SUP-02,WMU***********MFY,WO-95207,False,Visual Defect,1.0038,70.96866,Morning,49.88886,7.606118396558144,False,False,False,False,TL-018,Torque Wrench,Valid,2026-06-01
3343,GA-2,STN-04,2026-03-11 09:51:00,,BOM-2,58.21,REPAIR,SUP-02,T6L***********96L,WO-10213,False,Unknown,1.0092,80.43324000000001,Morning,58.93728,7.468080000000001,False,False,False,False,TL-016,Torque Wrench,Valid,2026-01-01
3376,GA-2,STN-04,2026-03-11 10:07:00,761-ABC,BOM-2,51.08,REJECT,SUP-01,2XH***********L14,WO-76899,False,Leak Detected,1.0019,76.54516000000001,Morning,47.0893,8.51615,False,False,False,False,TL-015,Torque Wrench,Valid,2026-01-01
3402,GA-2,STN-04,2026-03-11 10:20:00,649-DEF,BOM-2,66.8,REPAIR,SUP-01,21R***********WTR,WO-85062,False,Torque Out Of Spec,1.0082,89.61777777777777,Morning,54.54362,7.359859999999999,False,False,False,False,TL-017,Torque Wrench,Valid,2026-01-01
3502,GA-1,STN-04,2026-03-11 11:10:00,833-DEF,BOM-1,57.92,REJECT,SUP-02,0V1***********RSP,WO-54774,False,Unknown,1.007,74.18233333333333,Morning,56.9962,10.976299999999998,False,False,False,False,TL-018,Torque Wrench,Valid,2025-01-01
3543,GA-2,STN-04,2026-03-11 11:31:00,518-DEF,BOM-3,47.88,REPAIR,SUP-02,YWH***********WG2,WO-30949,False,Visual Defect,1.0153,90.97088000000001,Morning,49.952760000000005,12.183600000000002,False,False,False,False,TL-013,Torque Wrench,Valid,2026-06-01
3627,GA-2,STN-04,2026-03-11 12:13:00,966-ABC,BOM-3,59.69,OK,SUP-09,6KB***********G6E,WO-52751,False,Unknown,1.005,71.85749999999999,Morning,50.451,10.854,False,False,False,False,TL-005,Torque Wrench,Valid,2026-06-01
3655,GA-2,STN-04,2026-03-11 12:27:00,730-DEF,BOM-3,63.17,REPAIR,SUP-02,87E***********JF8,WO-80752,False,Leak Detected,0.9971,63.759005555555554,Morning,52.94601,8.9739,False,False,False,False,TL-002,Torque Wrench,Valid,2026-06-01
3677,GA-1,STN-04,2026-03-11 12:38:00,372-DEF,BOM-3,57.47,REJECT,SUP-01,DWC***********8CL,WO-63915,False,Leak Detected,0.948,76.314,Morning,42.4704,9.7644,False,False,False,False,TL-010,Torque Wrench,Valid,2026-06-01
3695,GA-2,STN-04,2026-03-11 12:47:00,726-GHI,BOM-3,53.39,REJECT,SUP-01,YTR***********T0L,WO-32857,False,Torque Out Of Spec,1.0152,76.74912,Morning,57.25728,11.29026599925537,False,False,False,False,TL-008,Torque Wrench,Valid,2026-06-01
3730,GA-2,STN-04,2026-03-11 13:04:00,208-DEF,BOM-1,63.86,REJECT,SUP-01,KSA***********DDT,WO-71740,False,Visual Defect,0.9812,63.61446666666666,Morning,50.23744,11.7744,False,False,False,False,TL-008,Torque Wrench,Valid,2025-01-01
3736,GA-1,STN-04,2026-03-11 13:07:00,155-ABC,BOM-2,55.76,REJECT,SUP-01,PB2***********6XH,WO-35761,False,Unknown,0.9784,75.3368,Morning,46.76752,12.749596657427709,False,False,False,False,TL-006,Torque Wrench,Valid,2026-01-01
3750,GA-1,STN-04,2026-03-11 13:14:00,898-DEF,BOM-1,56.0,REJECT,SUP-01,ZTD***********AH8,WO-28203,False,Torque Out Of Spec,1.0304,74.13155555555555,Morning,58.2176,,False,False,False,False,TL-015,Torque Wrench,Valid,2025-01-01
3789,GA-2,STN-04,2026-03-11 13:34:00,664-GHI,BOM-2,58.04,,SUP-02,UT3***********PPT,WO-44419,False,Temperature High,0.9874,93.11182000000001,Morning,58.15786,10.39561907913788,False,False,False,False,TL-024,Torque Wrench,Valid,2026-01-01
3829,GA-2,STN-04,2026-03-11 13:54:00,624-DEF,BOM-1,68.13,,SUP-09,U2N***********7CE,WO-58928,False,Torque Out Of Spec,0.988,79.86333333333333,Morning,50.5856,10.176400000000001,False,False,False,False,TL-006,Torque Wrench,Valid,2025-01-01
3874,GA-1,STN-04,2026-03-11 14:16:00,376-GHI,BOM-1,52.57,REJECT,SUP-01,MH0***********48L,WO-24522,False,Torque Out Of Spec,1.0206,92.7045,Evening,44.80434,7.960679999999999,False,False,False,False,TL-020,Torque Wrench,Valid,2025-01-01
3880,GA-2,STN-04,2026-03-11 14:19:00,629-ABC,BOM-2,68.33,REPAIR,SUP-01,5HS***********3G4,WO-54912,False,Unknown,1.0102,95.969,Evening,52.0253,10.00098,False,False,False,False,TL-018,Torque Wrench,Valid,2026-01-01
3888,GA-2,STN-04,2026-03-11 14:23:00,280-GHI,BOM-2,65.62,REJECT,SUP-02,90S***********803,WO-32254,False,Leak Detected,1.0124,72.8928,Evening,48.49396,11.743839999999999,False,False,False,False,TL-011,Torque Wrench,Valid,2026-01-01
3989,GA-1,STN-04,2026-03-11 15:14:00,114-DEF,BOM-1,43.74,,SUP-02,1KP***********C6E,WO-47899,False,Unknown,0.9775,87.97500000000001,Evening,54.74,9.579500000000001,False,False,False,False,TL-003,Torque Wrench,Valid,2025-01-01
4000,GA-2,STN-04,2026-03-11 15:19:00,186-DEF,BOM-2,53.95,REPAIR,SUP-09,NEV***********04M,WO-56180,False,Visual Defect,0.9952,79.41695999999999,Evening,43.49024,11.146239999999999,False,False,False,False,TL-011,Torque Wrench,Valid,2026-01-01
4009,GA-1,STN-04,2026-03-11 15:24:00,244-ABC,BOM-3,59.0,REJECT,SUP-09,KND***********SXA,WO-92789,False,Leak Detected,1.0065,74.53691666666667,Evening,46.0977,12.681899999999999,False,False,False,False,TL-015,Torque Wrench,Valid,2026-06-01
4022,GA-1,STN-04,2026-03-11 15:30:00,179-GHI,BOM-3,73.65,REPAIR,SUP-09,8TG***********J88,WO-31005,False,Unknown,1.0174,77.22066000000001,Evening,52.70132,9.970520000000002,False,False,False,False,TL-004,Torque Wrench,Valid,2026-06-01
4061,GA-2,STN-04,2026-03-11 15:49:00,935-ABC,BOM-2,68.27,REPAIR,SUP-01,J4A***********JBM,WO-84323,False,Unknown,0.9958,92.41024,Evening,50.98496,7.468500000000001,False,False,False,False,TL-009,Torque Wrench,Valid,2026-01-01
4130,GA-1,STN-04,2026-03-11 16:24:00,467-GHI,BOM-3,42.02,REJECT,SUP-09,C2K***********Z1T,WO-85291,False,Unknown,0.9962,61.06706,Evening,44.92862,10.75896,False,False,False,False,TL-006,Torque Wrench,Valid,2026-06-01
4139,GA-2,STN-04,2026-03-11 16:29:00,601-ABC,BOM-3,67.55,UNKNOWN,SUP-02,XB0***********ERL,WO-16740,False,Torque Out Of Spec,1.0354,90.28688000000001,Evening,46.593,9.94437457769688,False,False,False,False,TL-017,Torque Wrench,Valid,2026-06-01
4149,GA-2,STN-04,2026-03-11 16:34:00,644-DEF,BOM-2,74.77,REJECT,SUP-02,EN1***********WDK,WO-35729,False,Leak Detected,0.9696,63.799679999999995,Evening,47.89824,10.56864,False,False,False,False,TL-013,Torque Wrench,Valid,2026-01-01
4245,GA-1,STN-04,2026-03-11 17:22:00,582-GHI,BOM-3,54.25,REPAIR,SUP-01,FUX***********536,WO-56775,False,Visual Defect,0.9939,61.42302,Evening,50.78829,12.72192,False,False,False,False,TL-022,Torque Wrench,Valid,2026-06-01
4348,GA-1,STN-04,2026-03-11 18:13:00,302-ABC,BOM-2,55.19,REJECT,SUP-02,YSX***********564,WO-83832,False,Temperature High,0.9969,65.39663999999999,Evening,38.58003,8.772720000000001,False,False,False,False,TL-007,Torque Wrench,Valid,2026-01-01
4439,GA-1,STN-04,2026-03-11 18:59:00,863-DEF,BOM-3,49.03,REPAIR,SUP-09,REF***********PGM,WO-96620,False,Visual Defect,1.0021,82.1722,Evening,43.0903,12.62646,False,False,False,False,TL-016,Torque Wrench,Valid,2026-06-01
4451,GA-2,STN-04,2026-03-11 19:05:00,210-GHI,BOM-1,56.5,REPAIR,SUP-02,3GY***********XJW,WO-98239,False,Torque Out Of Spec,0.9903,71.10354,Evening,45.75186,7.9224,False,False,False,False,TL-010,Torque Wrench,Valid,2025-01-01
4457,GA-1,STN-04,2026-03-11 19:08:00,931-GHI,BOM-3,61.03,REJECT,SUP-02,6EL***********JH0,WO-74489,False,Visual Defect,1.0211,83.32175999999998,Evening,47.88958999999999,11.334209999999999,False,False,False,False,TL-013,Torque Wrench,Valid,2026-06-01
4466,GA-2,STN-04,2026-03-11 19:12:00,148-DEF,BOM-3,53.2,UNKNOWN,SUP-02,WS4***********UX5,WO-30800,False,Temperature High,1.016,84.73440000000001,Evening,53.543200000000006,8.8392,False,False,False,False,TL-008,Torque Wrench,Valid,2026-06-01
4477,GA-2,STN-04,2026-03-11 19:18:00,437-DEF,BOM-2,66.12,REPAIR,SUP-02,XRC***********WN7,WO-27424,False,Visual Defect,1.0366,81.47675999999998,Evening,53.17757999999999,9.734339966077854,False,False,False,False,TL-023,Torque Wrench,Valid,2026-01-01
4481,GA-2,STN-04,2026-03-11 19:19:00,511-GHI,BOM-3,79.43,REJECT,SUP-09,YPZ***********U0S,WO-13142,False,Torque Out Of Spec,1.012,90.27040000000001,Evening,51.7132,8.8044,False,False,False,False,TL-003,Torque Wrench,Valid,2026-06-01
4531,GA-2,STN-04,2026-03-11 19:45:00,321-GHI,BOM-1,31.66,OK,SUP-01,8ZP***********EHA,WO-93694,False,Torque Out Of Spec,1.0063,89.5607,Evening,54.84335,10.36489,False,False,False,False,TL-022,Torque Wrench,Valid,2025-01-01
4534,GA-2,STN-04,2026-03-11 19:46:00,752-DEF,BOM-2,51.53,,SUP-02,VP3***********97N,WO-29811,False,Leak Detected,1.0413,90.38483999999998,Evening,44.25525,8.018009999999999,False,False,False,False,TL-023,Torque Wrench,Valid,2026-01-01
4630,GA-1,STN-04,2026-03-11 20:34:00,244-DEF,BOM-1,62.89,,SUP-09,AN9***********71N,WO-98843,False,Torque Out Of Spec,1.0395,84.1995,Evening,46.5696,10.49895,False,False,False,False,TL-001,Torque Wrench,Valid,2025-01-01
4634,GA-2,STN-04,2026-03-11 20:36:00,779-DEF,BOM-3,69.94,OK,SUP-09,53Z***********XXS,WO-28398,False,Visual Defect,1.0102,75.66398000000001,Evening,44.54982,10.40506,False,False,False,False,TL-016,Torque Wrench,Valid,2026-06-01
4694,GA-2,STN-04,2026-03-11 21:06:00,263-GHI,BOM-2,68.26,REPAIR,SUP-02,MPT***********T45,WO-61236,False,Temperature High,0.9833,86.5304,Evening,45.52679,11.20962,False,False,False,False,TL-003,Torque Wrench,Valid,2026-01-01
4710,GA-1,STN-04,2026-03-11 21:14:00,868-GHI,BOM-2,46.99,,SUP-02,G3F***********HLJ,WO-81549,False,Torque Out Of Spec,1.0222,72.26954,Evening,53.97216,9.937409506474165,False,False,False,False,TL-020,Torque Wrench,Valid,2026-01-01
4713,GA-1,STN-04,2026-03-11 21:16:00,683-GHI,BOM-2,62.99,OK,SUP-02,ENA***********X45,WO-22218,False,Visual Defect,1.0055,70.49672222222223,Evening,55.80525,7.13905,False,False,False,False,TL-001,Torque Wrench,Valid,2026-01-01
4740,GA-1,STN-04,2026-03-11 21:29:00,358-GHI,BOM-1,57.53,,SUP-09,TM3***********278,WO-45905,False,Torque Out Of Spec,1.0042,85.75868,Evening,50.00916,9.84116,False,False,False,False,TL-017,Torque Wrench,Valid,2025-01-01
4770,GA-1,STN-04,2026-03-11 21:44:00,140-GHI,BOM-3,72.99,REPAIR,SUP-09,1GF***********1YA,WO-31143,False,Leak Detected,1.0107,81.8667,Evening,58.6206,11.923135316261943,False,False,False,False,TL-010,Torque Wrench,Valid,2026-06-01
4782,GA-2,STN-04,2026-03-11 21:50:00,940-GHI,BOM-1,65.35,REPAIR,SUP-09,EHW***********GLU,WO-68617,False,Temperature High,0.9695,80.8563,Evening,54.38895,10.37365,False,False,False,False,TL-022,Torque Wrench,Valid,2025-01-01
4790,GA-1,STN-04,2026-03-11 21:54:00,915-DEF,BOM-1,53.92,REJECT,SUP-09,ARV***********PCU,WO-43163,False,Unknown,1.0255,101.01175,Evening,54.24895,10.287665990981674,False,False,False,False,TL-014,Torque Wrench,Valid,2025-01-01
4802,GA-1,STN-04,2026-03-11 22:00:00,367-GHI,BOM-3,62.51,UNKNOWN,SUP-09,C6Y***********KVK,WO-89627,False,Torque Out Of Spec,0.9775,99.65069444444444,Night,51.51425,10.06825,False,False,False,False,TL-004,Torque Wrench,Valid,2026-06-01
4807,GA-1,STN-04,2026-03-11 22:03:00,571-GHI,BOM-2,73.42,REPAIR,SUP-02,PK4***********E13,WO-76210,False,Torque Out Of Spec,1.0118,68.60003999999999,Night,60.60682,11.23098,False,False,False,False,TL-004,Torque Wrench,Valid,2026-01-01
4809,GA-2,STN-04,2026-03-11 22:04:00,136-DEF,BOM-1,59.71,OK,SUP-01,7C0***********MDU,WO-84304,False,Leak Detected,1.0007,76.10879444444444,Night,47.23304,10.107069999999998,False,False,False,False,TL-001,Torque Wrench,Valid,2025-01-01
4819,GA-2,STN-04,2026-03-11 22:09:00,530-DEF,BOM-2,54.25,UNKNOWN,SUP-09,5GH***********EVZ,WO-92802,False,Temperature High,1.0187,71.70516111111111,Night,53.88923,13.14123,False,False,False,False,TL-014,Torque Wrench,Valid,2026-01-01
4824,GA-2,STN-04,2026-03-11 22:11:00,505-GHI,BOM-3,66.73,REPAIR,SUP-01,CXM***********KY0,WO-10663,False,Leak Detected,0.9984,86.3616,Night,47.02464,9.492640549373267,False,False,False,False,TL-021,Torque Wrench,Valid,2026-06-01
4847,GA-1,STN-04,2026-03-11 22:23:00,853-ABC,BOM-2,47.58,REPAIR,SUP-01,JH9***********DZ4,WO-28654,False,Leak Detected,1.0454,85.30464,Night,56.97430000000001,7.813218604779438,False,False,False,False,TL-004,Torque Wrench,Valid,2026-01-01
4865,GA-1,STN-04,2026-03-11 22:32:00,588-ABC,BOM-3,56.49,,SUP-01,X5V***********NJ3,WO-23979,False,Leak Detected,0.9872,80.4568,Night,45.01632,9.188764323832373,False,False,False,False,TL-006,Torque Wrench,Valid,2026-06-01
4900,GA-1,STN-04,2026-03-11 22:49:00,245-ABC,BOM-3,57.49,REPAIR,SUP-02,4MR***********D0C,WO-24169,False,Torque Out Of Spec,1.0422,84.31398,Night,49.81716,14.79924,False,False,False,False,TL-013,Torque Wrench,Valid,2026-06-01
4907,GA-2,STN-04,2026-03-11 22:53:00,310-DEF,BOM-3,72.63,UNKNOWN,SUP-01,J52***********ZEU,WO-15540,False,Unknown,0.99,79.002,Night,53.361,,False,False,False,False,TL-015,Torque Wrench,Valid,2026-06-01
4910,GA-1,STN-04,2026-03-11 22:54:00,926-ABC,BOM-3,85.62,OK,SUP-02,LC7***********WFM,WO-27060,False,Visual Defect,1.002,78.35640000000001,Night,49.599,11.623199999999999,False,False,False,False,TL-024,Torque Wrench,Valid,2026-06-01
4936,GA-1,STN-04,2026-03-11 23:07:00,483-GHI,BOM-3,43.65,REJECT,SUP-02,1D1***********M4U,WO-72963,False,Temperature High,0.9757,71.42124,Night,45.56519,8.87887,False,False,False,False,TL-016,Torque Wrench,Valid,2026-06-01
4939,GA-1,STN-04,2026-03-11 23:09:00,156-ABC,BOM-2,52.04,UNKNOWN,SUP-01,UCR***********SAK,WO-82543,False,Visual Defect,1.0228,75.99404,Night,51.13999999999999,,False,False,False,False,TL-017,Torque Wrench,Valid,2026-01-01
4988,GA-2,STN-04,2026-03-11 23:33:00,229-DEF,BOM-3,66.57,REJECT,SUP-09,53Y***********UES,WO-49166,False,Unknown,1.0315,69.52310000000001,Night,53.0191,11.243350000000001,False,False,False,False,TL-001,Torque Wrench,Valid,2026-06-01
5014,GA-1,STN-04,2026-03-11 23:46:00,827-GHI,BOM-2,52.34,REPAIR,SUP-09,3R7***********WGZ,WO-65121,False,Temperature High,0.9956,65.32242222222223,Night,58.14304,13.938400000000001,False,False,False,False,TL-021,Torque Wrench,Valid,2026-01-01
5136,GA-1,STN-04,2026-03-12 00:47:00,570-GHI,BOM-2,59.04,OK,SUP-01,THB***********0JY,WO-44699,False,Torque Out Of Spec,0.9706,73.44206666666668,Night,46.97704,7.37656,False,False,False,False,TL-006,Torque Wrench,Valid,2026-01-01
5152,GA-1,STN-04,2026-03-12 00:55:00,838-GHI,BOM-1,52.99,UNKNOWN,SUP-02,CRT***********W67,WO-24795,False,Unknown,0.9872,67.72192,Night,48.96512,10.365599999999999,False,False,False,False,TL-022,Torque Wrench,Valid,2025-01-01
5353,GA-2,STN-04,2026-03-12 02:36:00,714-GHI,BOM-2,41.39,OK,SUP-01,6HV***********TXJ,WO-49583,False,Temperature High,1.0223,83.03347777777779,Night,56.2265,10.12077,False,False,False,False,TL-010,Torque Wrench,Valid,2026-01-01
5394,GA-1,STN-04,2026-03-12 02:56:00,424-GHI,BOM-2,64.22,REPAIR,SUP-09,CA3***********RMY,WO-63969,False,Torque Out Of Spec,0.9733,77.864,Night,44.67447,12.166250000000002,False,False,False,False,TL-018,Torque Wrench,Valid,2026-01-01
5433,GA-2,STN-04,2026-03-12 03:16:00,380-GHI,BOM-3,76.61,UNKNOWN,SUP-02,XB8***********94M,WO-77282,False,Temperature High,1.0163,80.99911,Night,45.32698,10.671149999999999,False,False,False,False,TL-005,Torque Wrench,Valid,2026-06-01
5487,GA-1,STN-04,2026-03-12 03:43:00,583-ABC,BOM-2,78.96,UNKNOWN,SUP-02,YDA***********DK0,WO-68762,False,Unknown,0.9811,74.95604,Night,58.37545,11.749822115583502,False,False,False,False,TL-002,Torque Wrench,Valid,2026-01-01
5524,GA-1,STN-04,2026-03-12 04:01:00,803-GHI,BOM-2,53.96,UNKNOWN,SUP-09,XGJ***********U62,WO-99923,False,Visual Defect,0.9962,102.50898000000001,Night,53.99404,10.419582454253367,False,False,False,False,TL-018,Torque Wrench,Valid,2026-01-01
5460,GA-1,STN-04,2026-03-12 04:10:00,692-GHI,BOM-3,64.4,,SUP-01,5MD***********LH9,WO-71149,False,Visual Defect,0.9796,85.17077777777777,Night,53.388200000000005,10.187840000000001,False,False,False,False,TL-012,Torque Wrench,Valid,2026-06-01
5545,GA-1,STN-04,2026-03-12 04:12:00,276-ABC,BOM-1,53.57,UNKNOWN,SUP-02,MZW***********106,WO-54739,False,Leak Detected,1.0363,74.30271,Night,51.50411,10.46663,False,False,False,False,TL-021,Torque Wrench,Valid,2025-01-01
5551,GA-1,STN-04,2026-03-12 04:15:00,332-ABC,BOM-2,57.26,,SUP-02,R2Y***********PZV,WO-41053,False,Unknown,1.0243,64.94062,Night,54.90248,9.11627,False,False,False,False,TL-008,Torque Wrench,Valid,2026-01-01
5559,GA-2,STN-04,2026-03-12 04:19:00,,BOM-3,71.7,REJECT,SUP-09,5J5***********GKW,WO-63276,False,Leak Detected,1.0073,78.36794,Night,47.443830000000005,12.289060000000001,False,False,False,False,TL-021,Torque Wrench,Valid,2026-06-01
5565,GA-2,STN-04,2026-03-12 04:22:00,869-DEF,BOM-2,68.14,REPAIR,SUP-01,T85***********L7H,WO-96269,False,Temperature High,0.9799,70.65079,Night,45.17339,10.582920000000001,False,False,False,False,TL-016,Torque Wrench,Valid,2026-01-01
5600,GA-1,STN-04,2026-03-12 04:39:00,295-DEF,BOM-1,51.15,,SUP-01,N2Y***********N7V,WO-25587,False,Leak Detected,0.9812,78.10351999999999,Night,47.39196,11.38192,False,False,False,False,TL-010,Torque Wrench,Valid,2025-01-01
5609,GA-1,STN-04,2026-03-12 04:44:00,448-DEF,BOM-3,66.29,,SUP-02,NWM***********LJZ,WO-26221,False,Torque Out Of Spec,1.036,64.0248,Night,52.939600000000006,7.977200000000001,False,False,False,False,TL-001,Torque Wrench,Valid,2026-06-01
5694,GA-2,STN-04,2026-03-12 05:26:00,304-GHI,BOM-3,71.67,REPAIR,SUP-01,LAU***********1CU,WO-11235,False,Torque Out Of Spec,0.9582,76.1769,Night,54.80904,9.582,False,False,False,False,TL-020,Torque Wrench,Valid,2026-06-01
5720,GA-1,STN-04,2026-03-12 05:39:00,525-ABC,BOM-2,55.85,REJECT,SUP-09,62C***********5W0,WO-19589,False,Unknown,0.9857,75.80033,Night,51.65068,10.251280000000001,False,False,False,False,TL-005,Torque Wrench,Valid,2026-01-01
5754,GA-2,STN-04,2026-03-12 05:56:00,301-DEF,BOM-1,65.22,REJECT,SUP-02,EYN***********L5F,WO-61395,False,Leak Detected,1.0242,86.74974,Night,57.04794,12.8025,False,False,False,False,TL-005,Torque Wrench,Valid,2025-01-01
5761,GA-1,STN-04,2026-03-12 06:00:00,481-DEF,BOM-2,63.98,,SUP-01,PFK***********P7B,WO-52215,False,Temperature High,1.0008,68.7216,Morning,62.14968,10.978314648574855,False,False,False,False,TL-009,Torque Wrench,Valid,2026-01-01
5771,GA-2,STN-04,2026-03-12 06:05:00,673-GHI,BOM-3,53.87,,SUP-01,A4T***********BAC,WO-21351,False,Temperature High,1.0062,83.21274,Morning,56.3472,8.753939999999998,False,False,False,False,TL-005,Torque Wrench,Valid,2026-06-01
5801,GA-1,STN-04,2026-03-12 06:20:00,700-DEF,BOM-2,66.31,REPAIR,SUP-02,5Y9***********L7W,WO-22402,False,Unknown,0.99,108.50399999999999,Morning,47.124,8.641459479584661,False,False,False,False,TL-011,Torque Wrench,Valid,2026-01-01
5908,GA-2,STN-04,2026-03-12 07:13:00,744-GHI,BOM-3,74.83,REJECT,SUP-01,BTX***********23C,WO-61621,False,Torque Out Of Spec,0.9937,83.27206,Morning,45.412090000000006,8.886146389222136,False,False,False,False,TL-020,Torque Wrench,Valid,2026-06-01
5938,GA-1,STN-04,2026-03-12 07:28:00,239-GHI,BOM-3,64.02,REJECT,SUP-02,BGS***********JF1,WO-25801,False,Temperature High,0.9484,77.87417777777779,Morning,51.02392,9.10464,False,False,False,False,TL-012,Torque Wrench,Valid,2026-06-01
5995,GA-2,STN-04,2026-03-12 07:57:00,112-DEF,BOM-1,57.13,REPAIR,SUP-02,HF8***********TSG,WO-81542,False,Visual Defect,1.0014,79.81158,Morning,45.26328000000001,10.11414,False,False,False,False,TL-020,Torque Wrench,Valid,2025-01-01
5998,GA-1,STN-04,2026-03-12 07:58:00,863-ABC,BOM-2,59.32,OK,SUP-09,PN7***********LRB,WO-84636,False,Temperature High,1.0116,77.18508,Morning,58.77396,8.902080000000002,False,False,False,False,TL-001,Torque Wrench,Valid,2026-01-01
6038,GA-2,STN-04,2026-03-12 08:18:00,997-GHI,BOM-2,59.18,REJECT,SUP-01,69V***********HE3,WO-76346,False,Visual Defect,1.0136,73.9928,Morning,53.416720000000005,6.9938400000000005,False,False,False,False,TL-019,Torque Wrench,Valid,2026-01-01
6053,GA-2,STN-04,2026-03-12 08:26:00,574-ABC,BOM-1,73.03,REPAIR,SUP-02,9R7***********DS8,WO-92757,False,Leak Detected,1.051,93.6441,Morning,52.55,7.987599999999999,False,False,False,False,TL-006,Torque Wrench,Valid,2025-01-01
6103,GA-2,STN-04,2026-03-12 08:51:00,546-DEF,BOM-2,53.07,REJECT,SUP-01,GKX***********PSH,WO-53225,False,Temperature High,0.9701,82.94355,Morning,45.78872,10.86512,False,False,False,False,TL-017,Torque Wrench,Valid,2026-01-01
6133,GA-2,STN-04,2026-03-12 09:06:00,270-DEF,BOM-2,72.61,,SUP-02,S7B***********CF4,WO-60385,False,Unknown,1.037,83.06369999999998,Morning,56.51649999999999,12.132899999999998,False,False,False,False,TL-017,Torque Wrench,Valid,2026-01-01
6170,GA-2,STN-04,2026-03-12 09:24:00,568-DEF,BOM-3,49.51,UNKNOWN,SUP-09,5E1***********FW9,WO-92458,False,Visual Defect,1.0083,70.07685,Morning,60.90132,9.57885,False,False,False,False,TL-006,Torque Wrench,Valid,2026-06-01
